"type designator","manufacturer","model","description","engine count","engine type","wtc"
"KFIR","IAI","Kfir","Landplane","1","Jet","M"
"F4","IAI","Kurnass 2000","Landplane","2","Jet","M"
"F4","IAI","Phantom 2000","Landplane","2","Jet","M"
"S2T","IAI","S-2UP Turbo Tracker","Landplane","2","Turboprop","M"
"WW24","IAI","Sea Scan","Landplane","2","Jet","M"
"S2T","IAI","Turbo Tracker","Landplane","2","Turboprop","M"
"WW24","IAI","Westwind 1","Landplane","2","Jet","M"
"WW23","IAI","Westwind (1123)","Landplane","2","Jet","M"
"G150","IAI","Gulfstream G150","Landplane","2","Jet","M"
"ASTR","IAI","Gulfstream G100","Landplane","2","Jet","M"
"WW24","IAI","Westwind 2","Landplane","2","Jet","M"
"ASTR","IAI","1125 Gulfstream G100","Landplane","2","Jet","M"
"WW24","IAI","1124 Sea Scan","Landplane","2","Jet","M"
"WW24","IAI","1124 Westwind","Landplane","2","Jet","M"
"GALX","IAI","Gulfstream G200","Landplane","2","Jet","M"
"WW23","IAI","1123 Westwind","Landplane","2","Jet","M"
"G250","IAI","Gulfstream G250","Landplane","2","Jet","M"
"WW24","IAI","1124 Westwind 1","Landplane","2","Jet","M"
"ASTR","IAI","1125 Astra","Landplane","2","Jet","M"
"GALX","IAI","1126 Galaxy","Landplane","2","Jet","M"
"GALX","IAI","1126 Gulfstream G200","Landplane","2","Jet","M"
"ASTR","IAI","Astra","Landplane","2","Jet","M"
"ASTR","IAI","C-38 Astra","Landplane","2","Jet","M"
"JCOM","IAI","Commodore Jet","Landplane","2","Jet","M"
"MIRA","IAI","Dagger","Landplane","1","Jet","M"
"F4","IAI","F-4 Kurnass 2000","Landplane","2","Jet","M"
"F4","IAI","F-4 Phantom 2000","Landplane","2","Jet","M"
"GALX","IAI","Galaxy","Landplane","2","Jet","M"
"JCOM","IAI","1121 Commodore Jet","Landplane","2","Jet","M"
"WW24","IAI","1124 Westwind 2","Landplane","2","Jet","M"
"IL18","ILYUSHIN","Bizon","Landplane","4","Turboprop","M"
"IL28","ILYUSHIN","Il-28","Landplane","2","Jet","M"
"IL18","ILYUSHIN","Zebra","Landplane","4","Turboprop","M"
"I114","ILYUSHIN","Il-114","Landplane","2","Turboprop","M"
"IL38","ILYUSHIN","Il-38","Landplane","4","Turboprop","M"
"IL18","ILYUSHIN","Il-24","Landplane","4","Turboprop","M"
"IL18","ILYUSHIN","Il-22 Zebra","Landplane","4","Turboprop","M"
"IL18","ILYUSHIN","Il-20","Landplane","4","Turboprop","M"
"IL18","ILYUSHIN","Il-18 Bizon","Landplane","4","Turboprop","M"
"IL14","ILYUSHIN","Il-14","Landplane","2","Piston","M"
"IL18","ILYUSHIN","Il-18","Landplane","4","Turboprop","M"
"S2T","IMP","P-16 Turbo Tracker","Landplane","2","Turboprop","M"
"S2T","IMP","S-2 Turbo Tracker","Landplane","2","Turboprop","M"
"S2T","IMP","Turbo Tracker","Landplane","2","Turboprop","M"
"I22","INSTYTUT LOTNICTWA","Iryda","Landplane","1","Jet","M"
"I22","INSTYTUT LOTNICTWA","I-22 Iryda","Landplane","1","Jet","M"
"F5SA","IRIAF","F-5 Saeghe","Landplane","2","Jet","M"
"F5SA","IRIAF","Saeghe","Landplane","2","Jet","M"
"JS32","JETSTREAM","BAe-3200 Jetstream Super 31","Landplane","2","Turboprop","M"
"JS41","JETSTREAM","BAe-4100 Jetstream 41","Landplane","2","Turboprop","M"
"JS41","JETSTREAM","Jetstream 41","Landplane","2","Turboprop","M"
"JS32","JETSTREAM","Jetstream Super 31","Landplane","2","Turboprop","M"
"ATP","JETSTREAM","61","Landplane","2","Turboprop","M"
"JU52","JUNKERS","Ju-52/3m","Landplane","3","Piston","M"
"KA50","KAMOV","Ka-50 Black Shark","Helicopter","2","Turboprop","M"
"KA50","KAMOV","Werewolf","Helicopter","2","Turboprop","M"
"KA52","KAMOV","Ka-52 Alligator","Helicopter","2","Turboprop","M"
"KA50","KAMOV","Ka-50 Chernaya Akula","Helicopter","2","Turboprop","M"
"KA27","KAMOV","Ka-27","Helicopter","2","Turboprop","M"
"KA52","KAMOV","Alligator","Helicopter","2","Turboprop","M"
"KA27","KAMOV","Ka-31","Helicopter","2","Turboprop","M"
"KA27","KAMOV","Ka-29","Helicopter","2","Turboprop","M"
"KA27","KAMOV","Ka-28","Helicopter","2","Turboprop","M"
"KA50","KAMOV","Black Shark","Helicopter","2","Turboprop","M"
"KA27","KAMOV","Ka-32","Helicopter","2","Turboprop","M"
"KA50","KAMOV","Chernaya Akula","Helicopter","2","Turboprop","M"
"KA50","KAMOV","Ka-50 Werewolf","Helicopter","2","Turboprop","M"
"KA25","KAMOV","Ka-25","Helicopter","2","Turboprop","M"
"A748","KANPUR","748","Landplane","2","Turboprop","M"
"P1","KAWASAKI","XP-1","Landplane","4","Jet","M"
"KC2","KAWASAKI","XC-2","Landplane","2","Jet","M"
"EH10","KAWASAKI","CH-101","Helicopter","3","Turboprop","M"
"EH10","KAWASAKI","MCH-101","Helicopter","3","Turboprop","M"
"P3","KAWASAKI","UP-3 Orion","Landplane","4","Turboprop","M"
"P3","KAWASAKI","Orion","Landplane","4","Turboprop","M"
"C1","KAWASAKI","EC-1","Landplane","2","Jet","M"
"C1","KAWASAKI","C-1","Landplane","2","Jet","M"
"EH10","KAWASAKI","KHI-01","Helicopter","3","Turboprop","M"
"H46","KAWASAKI","KV-107","Helicopter","2","Turboprop","M"
"P3","KAWASAKI","EP-3 Orion","Landplane","4","Turboprop","M"
"T4","KAWASAKI","T-4","Landplane","2","Jet","M"
"H47","KAWASAKI","Chinook","Helicopter","2","Turboprop","M"
"T33","KAWASAKI","T-33","Landplane","1","Jet","M"
"H46","KAWASAKI","Hkp4","Helicopter","2","Turboprop","M"
"H47","KAWASAKI","CH-47 Chinook","Helicopter","2","Turboprop","M"
"P3","KAWASAKI","P-3 Orion","Landplane","4","Turboprop","M"
"CVLT","KELOWNA","CV-5800","Landplane","2","Turboprop","M"
"K50","KOREA AEROSPACE","T-50 Golden Eagle","Landplane","1","Jet","M"
"K50","KOREA AEROSPACE","F/A-50 Golden Eagle","Landplane","1","Jet","M"
"K50","KOREA AEROSPACE","Golden Eagle","Landplane","1","Jet","M"
"F16","KOREA AEROSPACE","Fighting Falcon","Landplane","1","Jet","M"
"F16","KOREA AEROSPACE","F-16 Fighting Falcon","Landplane","1","Jet","M"
"K50","KOREA AEROSPACE","A-50 Golden Eagle","Landplane","1","Jet","M"
"K50","KOREA AEROSPACE","T/A-50 Golden Eagle","Landplane","1","Jet","M"
"F5","KOREAN AIR","Tiger 2","Landplane","2","Jet","M"
"H60","KOREAN AIR","UH-60 Black Hawk","Helicopter","2","Turboprop","M"
"F5","KOREAN AIR","F-5 Tiger 2","Landplane","2","Jet","M"
"F5","KOREAN AIR","F-5 Chegoong-Ho","Landplane","2","Jet","M"
"F5","KOREAN AIR","Chegoong-Ho","Landplane","2","Jet","M"
"H60","KOREAN AIR","Black Hawk","Helicopter","2","Turboprop","M"
"L18","LEAR","Learstar","Landplane","2","Piston","M"
"LJ35","LEARJET","C-21","Landplane","2","Jet","M"
"LJ55","LEARJET","VU-55","Landplane","2","Jet","M"
"LJ55","LEARJET","55","Landplane","2","Jet","M"
"LJ35","LEARJET","U-36","Landplane","2","Jet","M"
"LJ35","LEARJET","VU-35","Landplane","2","Jet","M"
"LJ60","LEARJET","60","Landplane","2","Jet","M"
"LJ45","LEARJET","45","Landplane","2","Jet","M"
"LJ40","LEARJET","40","Landplane","2","Jet","M"
"LJ35","LEARJET","36","Landplane","2","Jet","M"
"LJ35","LEARJET","35","Landplane","2","Jet","M"
"LJ31","LEARJET","31","Landplane","2","Jet","M"
"LJ35","LEARJET","UC-36","Landplane","2","Jet","M"
"LJ35","LEARJET","RC-35","Landplane","2","Jet","M"
"L610","LET","L-610","Landplane","2","Turboprop","M"
"DC3","LISUNOV","Li-2","Landplane","2","Piston","M"
"CONI","LOCKHEED","R7V Constellation","Landplane","4","Piston","M"
"P2","LOCKHEED","P-2 Neptune","Landplane","2","Piston","M"
"P2","LOCKHEED","Neptune","Landplane","2","Piston","M"
"F117","LOCKHEED","Nighthawk","Landplane","2","Jet","M"
"P3","LOCKHEED","NP-3 Orion","Landplane","4","Turboprop","M"
"T33","LOCKHEED","NT-33","Landplane","1","Jet","M"
"P3","LOCKHEED","Orion","Landplane","4","Turboprop","M"
"P2","LOCKHEED","P2V Neptune","Landplane","2","Piston","M"
"P3","LOCKHEED","P-3 Orion","Landplane","4","Turboprop","M"
"P38","LOCKHEED","P-38 Lightning","Landplane","2","Piston","M"
"L37","LOCKHEED","PV-1 Ventura","Landplane","2","Piston","M"
"C130","LOCKHEED","NC-130 Hercules","Landplane","4","Turboprop","M"
"L18","LOCKHEED","R5O Lodestar","Landplane","2","Piston","M"
"L29A","LOCKHEED","L-1329 Jetstar 6","Landplane","4","Jet","M"
"CONI","LOCKHEED","RC-121 Constellation","Landplane","4","Piston","M"
"L37","LOCKHEED","PV-2 Harpoon","Landplane","2","Piston","M"
"CONI","LOCKHEED","L-1049 Super Constellation","Landplane","4","Piston","M"
"T33","LOCKHEED","L-580 T-Bird","Landplane","1","Jet","M"
"F104","LOCKHEED","L-583 Starfighter","Landplane","1","Jet","M"
"F104","LOCKHEED","L-683 Starfighter","Landplane","1","Jet","M"
"P3","LOCKHEED","L-685 Orion","Landplane","4","Turboprop","M"
"P2","LOCKHEED","L-726 Neptune","Landplane","2","Piston","M"
"CONI","LOCKHEED","L-749 Constellation","Landplane","4","Piston","M"
"L29B","LOCKHEED","L-1329 Jetstar 731","Landplane","4","Jet","M"
"P2","LOCKHEED","L-826 Neptune","Landplane","2","Piston","M"
"C130","LOCKHEED","MC-130 Hercules","Landplane","4","Turboprop","M"
"L29B","LOCKHEED","L-1329 Jetstar 2","Landplane","4","Jet","M"
"L29A","LOCKHEED","L-1329 Jetstar 8","Landplane","4","Jet","M"
"C130","LOCKHEED","RC-130 Hercules","Landplane","4","Turboprop","M"
"C130","LOCKHEED","LC-130 Hercules","Landplane","4","Turboprop","M"
"P38","LOCKHEED","Lightning","Landplane","2","Piston","M"
"L18","LOCKHEED","Lodestar","Landplane","2","Piston","M"
"P3","LOCKHEED","L-785 Orion","Landplane","4","Turboprop","M"
"CONI","LOCKHEED","Warning Star","Landplane","4","Piston","M"
"C130","LOCKHEED","Sapeer","Landplane","4","Turboprop","M"
"P3","LOCKHEED","UP-3 Orion","Landplane","4","Turboprop","M"
"S3","LOCKHEED","US-3 Viking","Landplane","2","Jet","M"
"CONI","LOCKHEED","VC-121 Constellation","Landplane","4","Piston","M"
"C130","LOCKHEED","VC-130 Hercules","Landplane","4","Turboprop","M"
"L37","LOCKHEED","Ventura","Landplane","2","Piston","M"
"C130","LOCKHEED","Tp84 Hercules","Landplane","4","Turboprop","M"
"P3","LOCKHEED","VP-3 Orion","Landplane","4","Turboprop","M"
"P3","LOCKHEED","TP-3 Orion","Landplane","4","Turboprop","M"
"C130","LOCKHEED","WC-130E Hercules","Landplane","4","Turboprop","M"
"C130","LOCKHEED","WC-130H Hercules","Landplane","4","Turboprop","M"
"P3","LOCKHEED","WP-3 Orion","Landplane","4","Turboprop","M"
"CONI","LOCKHEED","WV Warning Star","Landplane","4","Piston","M"
"L18","LOCKHEED","XR5O Lodestar","Landplane","2","Piston","M"
"F117","LOCKHEED","YF-117 Nighthawk","Landplane","2","Jet","M"
"S3","LOCKHEED","Viking","Landplane","2","Jet","M"
"CONI","LOCKHEED","Super Constellation","Landplane","4","Piston","M"
"P3","LOCKHEED","RP-3 Orion","Landplane","4","Turboprop","M"
"T33","LOCKHEED","RT-33","Landplane","1","Jet","M"
"S3","LOCKHEED","S-3 Viking","Landplane","2","Jet","M"
"T33","LOCKHEED","L-580 Shooting Star","Landplane","1","Jet","M"
"P2","LOCKHEED","SP-2 Neptune","Landplane","2","Piston","M"
"T33","LOCKHEED","Shooting Star","Landplane","1","Jet","M"
"U2","LOCKHEED","U-2","Landplane","1","Jet","M"
"F104","LOCKHEED","Starfighter","Landplane","1","Jet","M"
"F104","LOCKHEED","RF-104 Starfighter","Landplane","1","Jet","M"
"L14","LOCKHEED","Super Electra","Landplane","2","Piston","M"
"T33","LOCKHEED","T-33 Shooting Star","Landplane","1","Jet","M"
"T33","LOCKHEED","T-33 T-Bird","Landplane","1","Jet","M"
"T33","LOCKHEED","T-Bird","Landplane","1","Jet","M"
"C130","LOCKHEED","TC-130 Hercules","Landplane","4","Turboprop","M"
"F104","LOCKHEED","TF-104 Starfighter","Landplane","1","Jet","M"
"SR71","LOCKHEED","SR-71 Blackbird","Landplane","2","Jet","M"
"C130","LOCKHEED","EC-130 Aya","Landplane","4","Turboprop","M"
"P38","LOCKHEED","F-5 Lightning","Landplane","2","Piston","M"
"C130","LOCKHEED","C-130H Hercules","Landplane","4","Turboprop","M"
"C130","LOCKHEED","C-130K Hercules","Landplane","4","Turboprop","M"
"C130","LOCKHEED","CC-130 Hercules","Landplane","4","Turboprop","M"
"CONI","LOCKHEED","Constellation","Landplane","4","Piston","M"
"P3","LOCKHEED","CP-140 Arcturus","Landplane","4","Turboprop","M"
"P3","LOCKHEED","CP-140 Aurora","Landplane","4","Turboprop","M"
"C130","LOCKHEED","C-130E Hercules","Landplane","4","Turboprop","M"
"CONI","LOCKHEED","EC-121 Constellation","Landplane","4","Piston","M"
"C130","LOCKHEED","C-130B Hercules","Landplane","4","Turboprop","M"
"C130","LOCKHEED","EC-130 Sapeer","Landplane","4","Turboprop","M"
"C130","LOCKHEED","EC-130E Hercules","Landplane","4","Turboprop","M"
"C130","LOCKHEED","EC-130G Hercules","Landplane","4","Turboprop","M"
"C130","LOCKHEED","EC-130H Hercules","Landplane","4","Turboprop","M"
"L188","LOCKHEED","Electra (L-188)","Landplane","4","Turboprop","M"
"U2","LOCKHEED","ER-2","Landplane","1","Jet","M"
"S3","LOCKHEED","ES-3 Viking","Landplane","2","Jet","M"
"C130","LOCKHEED","DC-130 Hercules","Landplane","4","Turboprop","M"
"C130","LOCKHEED","AC-130 Spectre","Landplane","4","Turboprop","M"
"C130","LOCKHEED","Spectre","Landplane","4","Turboprop","M"
"P2","LOCKHEED","L-426 Neptune","Landplane","2","Piston","M"
"SR71","LOCKHEED","Blackbird","Landplane","2","Jet","M"
"L37","LOCKHEED","B-34 Lexington","Landplane","2","Piston","M"
"C130","LOCKHEED","Aya","Landplane","4","Turboprop","M"
"P3","LOCKHEED","Aurora","Landplane","4","Turboprop","M"
"T33","LOCKHEED","AT-33","Landplane","1","Jet","M"
"C130","LOCKHEED","C-130F Hercules","Landplane","4","Turboprop","M"
"P3","LOCKHEED","AP-3 Orion","Landplane","4","Turboprop","M"
"P3","LOCKHEED","EP-3 Orion","Landplane","4","Turboprop","M"
"L18","LOCKHEED","C-56 Lodestar","Landplane","2","Piston","M"
"L18","LOCKHEED","C-57 Lodestar","Landplane","2","Piston","M"
"L18","LOCKHEED","C-59 Lodestar","Landplane","2","Piston","M"
"L18","LOCKHEED","C-60 Lodestar","Landplane","2","Piston","M"
"CONI","LOCKHEED","C-121 Constellation","Landplane","4","Piston","M"
"C130","LOCKHEED","C-130 Karnaf","Landplane","4","Turboprop","M"
"C130","LOCKHEED","C-130A Hercules","Landplane","4","Turboprop","M"
"P3","LOCKHEED","Arcturus","Landplane","4","Turboprop","M"
"L188","LOCKHEED","L-188 Electra","Landplane","4","Turboprop","M"
"L14","LOCKHEED","L-14 Hudson","Landplane","2","Piston","M"
"F16","LOCKHEED","F-16 Fighting Falcon","Landplane","1","Jet","M"
"L37","LOCKHEED","L-15 Harpoon","Landplane","2","Piston","M"
"C130","LOCKHEED","EC-130Q Hercules","Landplane","4","Turboprop","M"
"CONI","LOCKHEED","L-049 Constellation","Landplane","4","Piston","M"
"C130","LOCKHEED","L-100 Hercules","Landplane","4","Turboprop","M"
"L37","LOCKHEED","L-137 Ventura","Landplane","2","Piston","M"
"C130","LOCKHEED","KC-130T Hercules","Landplane","4","Turboprop","M"
"P3","LOCKHEED","L-185 Orion","Landplane","4","Turboprop","M"
"L14","LOCKHEED","L-14 Super Electra","Landplane","2","Piston","M"
"P38","LOCKHEED","L-222 Lightning","Landplane","2","Piston","M"
"L37","LOCKHEED","L-237 Ventura","Landplane","2","Piston","M"
"C130","LOCKHEED","L-282 Hercules","Landplane","4","Turboprop","M"
"P3","LOCKHEED","L-285 Orion","Landplane","4","Turboprop","M"
"P38","LOCKHEED","L-322 Lightning","Landplane","2","Piston","M"
"C130","LOCKHEED","L-382 Hercules","Landplane","4","Turboprop","M"
"S3","LOCKHEED","L-394 Viking","Landplane","2","Jet","M"
"P38","LOCKHEED","L-422 Lightning","Landplane","2","Piston","M"
"C130","LOCKHEED","L-182 Hercules","Landplane","4","Turboprop","M"
"C130","LOCKHEED","HC-130 Hercules","Landplane","4","Turboprop","M"
"F104","LOCKHEED","F-104 Starfighter","Landplane","1","Jet","M"
"F117","LOCKHEED","F-117 Nighthawk","Landplane","2","Jet","M"
"F16","LOCKHEED","Fighting Falcon","Landplane","1","Jet","M"
"L18","LOCKHEED","L-18 Lodestar","Landplane","2","Piston","M"
"L37","LOCKHEED","Harpoon","Landplane","2","Piston","M"
"C130","LOCKHEED","KC-130R Hercules","Landplane","4","Turboprop","M"
"C130","LOCKHEED","Hercules (T-56 engines)","Landplane","4","Turboprop","M"
"L14","LOCKHEED","Hudson","Landplane","2","Piston","M"
"C130","LOCKHEED","JC-130 Hercules","Landplane","4","Turboprop","M"
"L29A","LOCKHEED","Jetstar 6","Landplane","4","Jet","M"
"L29A","LOCKHEED","Jetstar 8","Landplane","4","Jet","M"
"L29B","LOCKHEED","Jetstar 731","Landplane","4","Jet","M"
"C130","LOCKHEED","Karnaf","Landplane","4","Turboprop","M"
"C130","LOCKHEED","KC-130 Karnaf","Landplane","4","Turboprop","M"
"C130","LOCKHEED","KC-130B Hercules","Landplane","4","Turboprop","M"
"L29B","LOCKHEED","Jetstar 2","Landplane","4","Jet","M"
"C130","LOCKHEED","KC-130F Hercules","Landplane","4","Turboprop","M"
"C130","LOCKHEED","KC-130H Hercules","Landplane","4","Turboprop","M"
"C30J","LOCKHEED MARTIN","WC-130J Hercules","Landplane","4","Turboprop","M"
"C130","LOCKHEED MARTIN","LC-130 Hercules","Landplane","4","Turboprop","M"
"VF35","LOCKHEED MARTIN","Lightning II (F-35B)","Landplane","1","Jet","M"
"F35","LOCKHEED MARTIN","Lightning II (F-35A/C)","Landplane","1","Jet","M"
"P3","LOCKHEED MARTIN","Orion","Landplane","4","Turboprop","M"
"P3","LOCKHEED MARTIN","P-3 Orion","Landplane","4","Turboprop","M"
"F22","LOCKHEED MARTIN","L-645 Raptor","Landplane","2","Jet","M"
"F16","LOCKHEED MARTIN","Sufa","Landplane","1","Jet","M"
"F35","LOCKHEED MARTIN","F-35C Lightning II","Landplane","1","Jet","M"
"F22","LOCKHEED MARTIN","Raptor","Landplane","2","Jet","M"
"F22","LOCKHEED MARTIN","F-22 Raptor","Landplane","2","Jet","M"
"C30J","LOCKHEED MARTIN","CC-130J Hercules","Landplane","4","Turboprop","M"
"C30J","LOCKHEED MARTIN","HC-130J Hercules","Landplane","4","Turboprop","M"
"C130","LOCKHEED MARTIN","C-130H Hercules","Landplane","4","Turboprop","M"
"C30J","LOCKHEED MARTIN","C-130J Hercules","Landplane","4","Turboprop","M"
"C130","LOCKHEED MARTIN","L-382 Hercules","Landplane","4","Turboprop","M"
"F16","LOCKHEED MARTIN","F-16 Sufa","Landplane","1","Jet","M"
"F16","LOCKHEED MARTIN","F-16 Desert Falcon","Landplane","1","Jet","M"
"F16","LOCKHEED MARTIN","Desert Falcon","Landplane","1","Jet","M"
"F16","LOCKHEED MARTIN","F-16 Fighting Falcon","Landplane","1","Jet","M"
"F35","LOCKHEED MARTIN","F-35A Lightning II","Landplane","1","Jet","M"
"VF35","LOCKHEED MARTIN","F-35B Lightning II","Landplane","1","Jet","M"
"F16","LOCKHEED MARTIN","Fighting Falcon","Landplane","1","Jet","M"
"C30J","LOCKHEED MARTIN","Hercules (AE-2100 engines)","Landplane","4","Turboprop","M"
"C130","LOCKHEED MARTIN","Hercules (T-56 engines)","Landplane","4","Turboprop","M"
"C30J","LOCKHEED MARTIN","KC-130J Hercules","Landplane","4","Turboprop","M"
"C130","LOCKHEED MARTIN","L-100 Hercules","Landplane","4","Turboprop","M"
"P3","LOCKHEED MARTIN","L-285 Orion","Landplane","4","Turboprop","M"
"C30J","LOCKHEED MARTIN","EC-130J Hercules","Landplane","4","Turboprop","M"
"A7","LTV","Corsair 2","Landplane","1","Jet","M"
"A7","LTV","EA-7 Corsair 2","Landplane","1","Jet","M"
"A7","LTV","TA-7 Corsair 2","Landplane","1","Jet","M"
"A7","LTV","A-7 Corsair 2","Landplane","1","Jet","M"
"F8","LTV","F-8 Crusader","Landplane","1","Jet","M"
"MG29","MAPO","MiG-33","Landplane","2","Jet","M"
"MG29","MAPO","MiG-29","Landplane","2","Jet","M"
"MG31","MAPO","MiG-31","Landplane","2","Jet","M"
"S2T","MARSH","Turbo Tracker","Landplane","2","Turboprop","M"
"S2T","MARSH","TS-2F Turbo Tracker","Landplane","2","Turboprop","M"
"B26M","MARTIN","179 Marauder","Landplane","2","Piston","M"
"WB57","MARTIN","WB-57","Landplane","2","Jet","M"
"MARS","MARTIN","Mars","SeaPlane","4","Piston","M"
"B26M","MARTIN","Marauder","Landplane","2","Piston","M"
"MARS","MARTIN","JRM Mars","SeaPlane","4","Piston","M"
"B26M","MARTIN","B-26 Marauder","Landplane","2","Piston","M"
"WB57","MARTIN","272","Landplane","2","Jet","M"
"MARS","MARTIN","170 Mars","SeaPlane","4","Piston","M"
"M404","MARTIN","404","Landplane","2","Piston","M"
"N260","MAX HOLSTE","Super Broussard","Landplane","2","Turboprop","M"
"N260","MAX HOLSTE","MH-260 Super Broussard","Landplane","2","Turboprop","M"
"HF20","MBB","Hansa","Landplane","2","Jet","M"
"HF20","MBB","HFB-320 Hansa","Landplane","2","Jet","M"
"TOR","MBB","Tornado","Landplane","2","Jet","M"
"F4","MCDONNELL","CR-12 Phantom 2","Landplane","2","Jet","M"
"F4","MCDONNELL","RF-4 Phantom 2","Landplane","2","Jet","M"
"F4","MCDONNELL","C-12 Phantom 2","Landplane","2","Jet","M"
"F4","MCDONNELL","F-4 Phantom 2","Landplane","2","Jet","M"
"F4","MCDONNELL","Phantom 2","Landplane","2","Jet","M"
"F4","MCDONNELL DOUGLAS","RF-4 Kurnass","Landplane","2","Jet","M"
"H64","MCDONNELL DOUGLAS","Longbow Apache","Helicopter","2","Turboprop","M"
"HAR","MCDONNELL DOUGLAS","Matador","Landplane","1","Jet","M"
"MD81","MCDONNELL DOUGLAS","MD-81","Landplane","2","Jet","M"
"MD83","MCDONNELL DOUGLAS","MD-83","Landplane","2","Jet","M"
"MD88","MCDONNELL DOUGLAS","MD-88","Landplane","2","Jet","M"
"MD90","MCDONNELL DOUGLAS","MD-90","Landplane","2","Jet","M"
"DC93","MCDONNELL DOUGLAS","Nightingale","Landplane","2","Jet","M"
"A4","MCDONNELL DOUGLAS","OA-4 Skyhawk","Landplane","1","Jet","M"
"H64","MCDONNELL DOUGLAS","Pethen","Helicopter","2","Turboprop","M"
"F4","MCDONNELL DOUGLAS","Phantom 2","Landplane","2","Jet","M"
"F15","MCDONNELL DOUGLAS","Ra'am","Landplane","2","Jet","M"
"MD82","MCDONNELL DOUGLAS","MD-82","Landplane","2","Jet","M"
"F4","MCDONNELL DOUGLAS","RF-4 Phantom 2","Landplane","2","Jet","M"
"A4","MCDONNELL DOUGLAS","Skyhawk","Landplane","1","Jet","M"
"DC93","MCDONNELL DOUGLAS","Skytrain 2","Landplane","2","Jet","M"
"F18","MCDONNELL DOUGLAS","Super Hornet","Landplane","2","Jet","M"
"HAWK","MCDONNELL DOUGLAS","T-45 Goshawk","Landplane","1","Jet","M"
"A4","MCDONNELL DOUGLAS","TA-4 Skyhawk","Landplane","1","Jet","M"
"HAR","MCDONNELL DOUGLAS","TAV-8 Harrier","Landplane","1","Jet","M"
"DC93","MCDONNELL DOUGLAS","VC-9","Landplane","2","Jet","M"
"C15","MCDONNELL DOUGLAS","YC-15","Landplane","4","Jet","M"
"HAR","MCDONNELL DOUGLAS","TAV-8 Matador","Landplane","1","Jet","M"
"F4","MCDONNELL DOUGLAS","Kurnass","Landplane","2","Jet","M"
"F4","MCDONNELL DOUGLAS","QF-4 Phantom 2","Landplane","2","Jet","M"
"F15","MCDONNELL DOUGLAS","Akef","Landplane","2","Jet","M"
"F18","MCDONNELL DOUGLAS","CF-18 Hornet","Landplane","2","Jet","M"
"DC93","MCDONNELL DOUGLAS","C-9 Skytrain 2","Landplane","2","Jet","M"
"DC93","MCDONNELL DOUGLAS","C-9 Nightingale","Landplane","2","Jet","M"
"F15","MCDONNELL DOUGLAS","Baz","Landplane","2","Jet","M"
"H64","MCDONNELL DOUGLAS","JAH-64 Apache","Helicopter","2","Turboprop","M"
"F18","MCDONNELL DOUGLAS","ATF-18 Hornet","Landplane","2","Jet","M"
"DC91","MCDONNELL DOUGLAS","DC-9-10","Landplane","2","Jet","M"
"HAR","MCDONNELL DOUGLAS","AV-8 Harrier","Landplane","1","Jet","M"
"DC92","MCDONNELL DOUGLAS","DC-9-20","Landplane","2","Jet","M"
"H64","MCDONNELL DOUGLAS","AH-64 Pethen","Helicopter","2","Turboprop","M"
"H64","MCDONNELL DOUGLAS","AH-64 Longbow Apache","Helicopter","2","Turboprop","M"
"H64","MCDONNELL DOUGLAS","AH-64 Apache","Helicopter","2","Turboprop","M"
"F18","MCDONNELL DOUGLAS","AF-18 Hornet","Landplane","2","Jet","M"
