"CHE_CODI","B145_CODI","ORG_NABREV","ORG_NOME","CHE_DATA","CHE_VALID","ORG_ENDER","ORG_COMPL","ORG_CIDADE","ORG_ESTADO","ORG_CEP","ORG_FONEAREA","ORG_FONE","ORG_SITE","ORG_EMAIL","PAIS_NOME","B145_ADM","B145_TIPO","B145_STATUS","ORGP_SIGLA","ORGP_NOME","URL_CHE","URL_EO"
"1803-41/ANAC","0000001294","VMF TURBINAS","VMF TURBINAS E CONSULTORIA LTDA","01/11/2021","","Rua Isaltino Guanabara Rodrigues da Costa nº 869 Quadra 68 Lote 44. Vila Barão.","Aeroporto de Sorocaba","Sorocaba","SP","18065480","15","33268904","","rt@vmfturbinas.com,leonardo@vmfturbinas.com,gisele@vmfturbinas.com","Brasil","S","P","V","VMF TURBINAS","VMF TURBINAS E CONSULTORIA LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1803-41_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002828.pdf"
"1809-41/ANAC","0000001295","OMNISYS","OMNISYS ENGENHARIA LTDA.","01/11/2021","","Rua Professor Rubião Meira 50","","São Bernardo do Campo","SP","09890430","11","33031389","","ralph.ferreira@thalesgroup.com, thais.chiarelli@thalesgroup.com","Brasil","S","P","V","OMNISYS","OMNISYS ENGENHARIA LTDA.","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1809-41_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002829.pdf"
"0710-03/ANAC","0000001296","ATM VARZEA GRANDE","ATM MANUTENÇÃO DE AERONAVES E TURBINAS LTDA","01/11/2021","","Av. João Ponce de Arruda S/N - Aeroporto Marechal Rondon","Hangar 25","Varzea Grande","MT","78110971","","","","","Brasil","N","S","X","ATM","ATM MANUTENÇÃO DE AERONAVES E TURBINAS LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0710-03_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002834.pdf"
"1803-31/ANAC","0000001297","HMS DESIGN","HMS SILVA ME","01/11/2021","","Rua Hildebrando Alve Barbosa -  N 432  ","Barra de Macaé","Macaé","RJ","27973-460","","","","samaaservs@gmail.com,  h.mauricio@hmsdesiqn.com.br","Brasil","S","P","S","HMS DESIGN","HMS SILVA ME","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1803-31_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002837.pdf"
"","0000001298","GULFSTREAM TETERBORO","GULFSTREAM AEROSPACE CORPORATION","","","121 Billy Diehl Road ","TETERBORO AIRPORT ","TETERBORO","NJ","","","","","Linus.Kuplast@gulfstream.com","Estados Unidos","S","P","R","GULFSTREAM","GULFSTREAM AEROESPACE CORPORATION"," "," "
"1801-41/ANAC","0000001299","GULFSTREAM WESTFIELD","GULFSTREAM AEROSPACE CORPORATION","01/11/2021","31/01/2022","7 CHAR DRIVE","WESTFIELD MA 01085 ","WESTFIELD","MA","","","","","","Estados Unidos","S","P","V","GULFSTREAM","GULFSTREAM AEROESPACE CORPORATION","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1801-41_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002840.pdf"
"1808-31/ANAC","0000001300","PW BRIDGEPORT (FAA L2QR166Y)","PRATT & WHITNEY ENGINES SERVICES INC.","01/11/2021","31/08/2022","Benedum Industrial Park 1527 Midway Park Road","","Bridgeport","WV","26330","","842 1326","","ralph.cease@pwc.ca, aiman.gabbani@prattwhitney.com","Estados Unidos","S","P","V","P&W","PRATT & WHITNEY","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1808-31_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002845.pdf"
"1808-41/ANAC","0000001301","OXEEL","OXEELL TECHNOLOGY EIRELI","01/11/2021","","Rua Nazário Pietro Francesco Vaccaro 618 e 638","","Indaiatuba","SP","13348757","","","","engenharia.senior1@oxeell.com","Brasil","S","P","S","OXEEL","OXEELL TECHNOLOGY EIRELI","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1808-41_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002846.pdf"
"1806-41/ANAC","0000001302","AVIOPEÇAS ","AVIOPEÇAS COMÉRCIO AERONÁUTICO LTDA","01/11/2021","","Rua Major Caetano da Costa 168 170 e 176 Santana","","São Paulo","SP","02012050","11","22212665","","jeroni@aviopecas.com.br","Brasil","S","P","V","AVIOPEÇAS ","AVIOPEÇAS COMÉRCIO AERONÁUTICO LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1806-41_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002847.pdf"
"1905-41/ANAC","0000001303","QUATI","QUATI MANUTENÇÃO DE AERONAVES LTDA","01/11/2021","","Rodovia Carlos João Strass km 11 Aerporto 14 Bis","","Londrina","PR","86105000","43","998581944","","rodrigocfpg@hotmail.com","Brasil","S","P","V","QUATI","QUATI MANUTENÇÃO DE AERONAVES LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1905-41_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002848.pdf"
"1804-42/ANAC","0000001304","WS ENG. E MANUT.","WS ENGENHARIA E MANUTENÇÃO DE AERONAVES","01/11/2021","","AEROPORTO INTERNACIONAL AFONSO PENA – HANGAR RIO ","","SÃO JOSE DOS PINHAIS","PR","83010-620","41","31478201","www.voerio.com/br","luiz.kordiaka@manutencaows.com,mauro.martins@manutencaows.com","Brasil","S","P","V","WS ENG. E MANUTENÇÃO","WS ENGENHARIA E MANUTENÇÃO DE AERONAVES","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1804-42_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002849.pdf"
"1805-41/ANAC","0000001305","BMH","BMH - BRASIL MANUTENÇÃO DE HÉLICES LTDA - ME","01/11/2021","","Rua Uruguaina 104 Salão 4","Bairro Panorama","Araçatuba","SP","16013770","18","33055557","","diretoria@bmhhelices.com.br,","Brasil","S","P","V","BMH","BMH - BRASIL MANUTENÇÃO DE HÉLICES LTDA - ME","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1805-41_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002854.pdf"
"1805-32/ANAC","0000001306","MAPE","MAPE MANUTENÇÃO AERONÁUTICA","01/11/2021","","Rua Batista Azevedo 770  - Granja","Anexo Aeroporto","Ponta Porã - MS","MS","79.905-360","67","999376228","","contato_mape@hotmail.com","Brasil","S","P","S","MAPE","MAPE MANUTENÇÃO AERONÁUTICA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1805-32_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002856.pdf"
"1808-61/ANAC","0000001307","COVINGTON BRASIL","COVINGTON AIRCRAFT DO BRASIL LTDA","01/11/2021","","Rua AC 08 Qd 09 Lt 12 no Condomínio Aeronáutico Liberty","","Goianópolis","GO","75.170-000","62","98170-9780","","ricardot@covingtonaircraft.com, gat.fernando@hotmail.com, srm.covington@gmail.com","Brasil","S","P","V","COVINGTON","COVINGTON AIRCRAFT DO BRASIL LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1808-61_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002857.pdf"
"1001-31/ANAC","0000001308","EMAR JACAREPAGUÁ","EMAR TÁXI AÉREO LTDA","01/11/2021","","Av. Ayrton Senna 2541  Aeroporto de Jacarepaguá","Rua E Hangar 37 ","Rio de Janeiro","RJ","22775-002","","","","","Brasil","N","S","V","EMAR","EMAR TÁXI AÉREO LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1001-31_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002858.pdf"
"","0000001309","PROTAXI","PROTAXI AGENCIA DE VIAGENS E TURISMO LTDA - ME","","","Avenida Governador João Ponce de Arruda S/N - Aeroporto Marechal Rondon","Hangar Protaxi ","Várzea Grande ","MT","78110-376","65","99971-8241","protaxi.rt@terra.com.br","gr.protaxi@terra.com.br,protaxi@terra.com.br","Brasil","N","","X","PROTAXI","PROTAXI AGENCIA DE VIAGENS E TURISMO LTDA - ME"," "," "
"1802-42/ANAC","0000001310","AEROSPACE TURBINES","AEROSPACE TURBINES SERVICES & SOLUTIONS","01/11/2021","28/02/2022","Adjacent to Abu Dhabi International Airport","P.O.BOX 48570","Abu Dhabi","","","","","ts-s.ae/website/home","jjuneau@tssaero.ae,  IAlrawahi@tssaero.ae, aang@tssaero.ae, VMalayil@tssaero.ae, rlim@tssaero.ae","Emirados Árabes Unidos","S","P","V","AEROSPACE TURBINES","AEROSPACE TURBINES SERVICES & SOLUTIONS","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1802-42_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002861.pdf"
"1810-41/ANAC","0000001311","SIDERAL","SIDERAL LINHAS AÉREAS LTDA.","01/11/2021","","Rodovia do Contorno Leste 9119 – Costeira","","São José dos Pinhais","PR","83015162","41","3116906131169053","www.sideralaircargo.com.br","maintenance@siderallinhasaereas.com.br,engenharia02@siderallinhasaereas.com.br","Brasil","S","P","V","SIDERAL","SIDERAL LINHAS AÉREAS LTDA.","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1810-41_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-001927.pdf"
"1804-41/ANAC","0000001322","AEL SISTEMAS","AEL SISTEMAS S.A.","01/11/2021","","Av. Sertório 4400","Bairro Jardim São Pedro","Porto Alegre","RS","91040620","51","21011201","","gal.lazar@ael.com.br,scolari@ael.com.br","Brasil","S","P","V","AEL SISTEMAS","AEL SISTEMAS S.A.","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1804-41_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002863.pdf"
"1312-42/ANAC","0000001323","DALLAS WALNUT HILL","DALLAS AIRMOTIVE INC.","01/11/2021","31/12/2021","2988 W Walnut Hill LaneDFW Airport","","Dallas","TX","75261","214","914 0759","www.dallasairmotive.com","thuecker@dallasairmotive.com","Estados Unidos","S","P","V","DALLAS","DALLAS AIRMOTIVE INC.","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1312-42_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002868.pdf"
"1905-31/ANAC","0000001324","LIMA AEROPEÇAS","LIMA AEROPEÇAS LTDA-ME  ","01/11/2021","","Rodovia BR 010 KM 1341 - Sala Controle 1459 (Hangar Globo Aviação Agrícola)","Aeroporto Luiz Inácio Agnes","Davinópolis","MA","65927-00","91","982364726","","limaaeropecas-2016@hotmail.com","Brasil","S","P","V","LIMA AEROPEÇAS","LIMA AEROPEÇAS LTDA-ME  ","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1905-31_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002869.pdf"
"","0000001325","TARP","TARP - TÁXI AÉREO LTDA.","","","Aeródromo de Barra do Vento (SJQK) Rodovia BR 174 Mucajaí - Lado Esquerdo S/N lote 76","Chácaras Sol Nascente Zona Rural ","Boa Vista","RR"," 69340-000","95"," 99971-5051","","ctm.tarp@gmail.com","Brasil","N","","X","TARP","TARP - TÁXI AÉREO LTDA."," "," "
"1910-32/ANAC","0000001326","PREMIER WEST STAR AVIATION","PREMIER AIR CENTER INC","01/11/2021","30/11/2023","18 Terminal Drive","","East Alton","IL","62024","","","","trasch@wsa.aero, rrenaud@wsa.aero","Estados Unidos","S","P","V","WEST STAR AVIATION","WEST STAR AVIATION INC","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1910-32_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002872.pdf"
"1809-61/ANAC","0000001327","HONDA AERO","HONDA AERO - INC","01/11/2021","30/09/2022","2989 Tucker Street.  ","","Burlington - North Carolina","NC","27215","","1-336- 221-2530","","Jim_France@ham.honda.com_Candace_Bender@honda-aero.com","Estados Unidos","S","P","V","HONDA AERO","HONDA AERO - INC","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1809-61_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002874.pdf"
"1804-31/ANAC","0000001328","PW LMS DALLAS","PRATT & WHITNEY","01/11/2021","30/04/2022","2701 Regent Boulevard Suite 400 ","","Dallas - Texas","","75261","972","512-3703","","jose.dominguez2@pw.utc.com, aiman.gabbani@prattwhitney.com","Estados Unidos","S","P","V","P&W","PRATT & WHITNEY","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1804-31_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002875.pdf"
"0605-02/ANAC","0000001329","INTERIORS","INTERIORS SERVICE – SERVIÇOS AERONÁUTICOS LTDA","01/11/2021","","Av. Severo Dullius 90010 ","Bairro Anchieta","Porto Alegre","RS","90.200-310","","","","","Brasil","N","S","V","INTERIORS","INTERIORS SERVICE – SERVIÇOS AERONÁUTICOS LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0605-02_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002878.pdf"
"1908-61/ANAC","0000001330","AEROTEX","AEROTEX AVIAÇÃO AGRÍCOLA LTDA-EPP","01/11/2021","","RODOVIA GO-174 KM 44 S/N ZONA RURAL","","MONTIVIDIU","GO","75.915-000","64","3612-3431","","af.textor@hotmail.com, betotextor@gmail.com","Brasil","S","P","V","AEROTEX","AEROTEX AVIAÇÃO AGRÍCOLA LTDA-EPP","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1908-61_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002880.pdf"
"1812-61/ANAC","0000001331","JET DESIGN ","JET DESIGN INTERIORES E ESTOFADOS LTDA","01/11/2021","","Rua Planaltina Qd. 08 Lt. 22 nº 176 - Esquina com Rua Vitória","Residencial Mansões Paraíso","Goiânia","GO","74.481-700","62","3291-3598","","srmjetdesign@gmail.com","Brasil","S","P","V","JET DESIGN ","JET DESIGN INTERIORES E ESTOFADOS LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1812-61_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002881.pdf"
"1805-31/ANAC","0000001332","AVIATECHNIK","AVIATECHNIK CORPORATION","01/11/2021","31/05/2020","325 Brunel Road","","Mississauga","ON","L4Z 1Z5","","(905)890-7778","aviatechnikcorp.com/","","Canadá","S","P","V","AVIATECHNIK","AVIATECHNIK CORPORATION","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1805-31_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002882.pdf"
"1402-32/ANAC","0000001333","JPA SANTA RITA","JPA JOÃO PESSOA MANUTENÇÃO DE AERONAVES LTDA - ME","01/11/2021","","Rodovia PB-011 Km 10  S/N Distrito Rural  - Nossa Sra. do Livramento","Clube EstânciaOuro Verde","Santa Rita","PB","58304-000","","","","","Brasil","S","P","V","JPA","JPA JOÃO PESSOA MANUTENÇÃO DE AERONAVES LTDA - ME","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1402-32_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002883.pdf"
"1812-31/ANAC","0000001334","UP AVIATION","UP MANUTENÇÃO DE AERONAVES LTDA","01/11/2021","","Fazenda da Máquina  S/N BR 040 - KM 466 - Hangar 02  ","Zona Rural ","Sete Lagoas","MG","35701-970","","","","","Brasil","S","P","V","UP AVIATION","UP MANUTENÇÃO DE AEONAVES LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1812-31_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002884.pdf"
"1809-42/ANAC","0000001335","PCA","PCA AIRWORTHINESS ENGENHARIA E CONSULTORIA EIRELI","01/11/2021","","RUA NICOLAU ZARVOS 42 - JARDIM AEROPORTO","","SÃO PAULO","SP","004356-080","","","","eng.mgf@pcairworthiness.com,jlcorrenti@pcairworthiness.com","Brasil","S","P","V","PCA","PCA AIRWORTHINESS ENGENHARIA E CONSULTORIA EIRELI","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1809-42_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002885.pdf"
"1810-31/ANAC","0000001336","COMAVE","COMAMDO DE AVIAÇÃO DO ESTADO DA POLICIA MILITAR DE MINAS GERAIS","01/11/2021","","Rua dos Hangares nº 50 bairro Itapoã Aeroporto da Pampulha   ","Pátio Norte - Hangar da PMMG","Belo Horizonte","MG","31710-410","31","3307-0223","","manutencaocorpaer@gmail.com","Brasil","S","P","V","COMAVE","COMAMDO DE AVIAÇÃO DO ESTADO DA POLICIA MILITAR DE MINAS GERAIS","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1810-31_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002886.pdf"
"1811-32/ANAC","0000001337","ATS AVIATION","ATS COMUNICAÇÃO VISUAL LTDA-ME","01/11/2021","","Rua Montese nº 819 "," Bairro Santa Branca","Belo Horizonte","MG","31565-150","","","","samuel@atsaviation.com.br, anacristina@atsaviation.com.br, pjcguerra@gmail.com","Brasil","S","P","V","ATS AVIATION","ATS COMUNICAÇÃO VISUAL LTDA-ME","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1811-32_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002888.pdf"
"7504-05/ANAC","0000001338","GE CELMA - TRÊS RIOS","GE CELMA LTDA","01/11/2021","","Rodovia BR 993 KM 158 +600","Bemposta","Três Rios","RJ","25840-000","","","","","Brasil","N","S","V","GE DO BRASIL","GE CELMA LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-7504-05_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002894.pdf"
"1604-33/ANAC","0000001339","GULFSTREAM UK","GULFSTREAM AEROESPACE CORPORATION","01/11/2021","07/06/2022","Hangar 125 Percival Way","London Luton Airport","Luton Bedfordshire","","","","","","","Inglaterra","S","P","V","GULFSTREAM","GULFSTREAM AEROESPACE CORPORATION","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1604-33_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002895.pdf"
"1710-41/ANAC","0000001340","GABARITO BELO HORIZONTE","GABARITO MANUTENCAO DE AERONAVES COMERCIAL EIRELI - EPP","01/11/2021","","x","x","BELO HORIZONTE","MG","31.975-275","16","3966-0444","","A.CUNHA@GABARITOAERO.COM.BR","Brasil","N","S","X","GABARITO","GABARITO MANUTENCAO DE AERONAVES COMERCIAL EIRELI - EPP","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1710-41_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002898.pdf"
"1911-61/ANAC","0000001341","AVIONICS BERTIN","VITOR CESAR BERTIN ME","01/11/2021","","RODOVIA BR163 KM 465 – CAIXA POSTAL 2522 – ZONA RURAL","AERÓDROMO TERUEL RUA H LOTE 3","CAMPO GRANDE","MS","79004-970","67","99199-5995","","avionicsbertinms@gmail.com, vitorbertin@gmail.com","Brasil","S","P","V","AVIONICS BERTIN","VITOR CESAR BERTIN ME","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1911-61_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002899.pdf"
"1807-31/ANAC","0000001342","PREMIER AVIATION","PREMIER AVIATION QUÉBEC INC.","01/11/2021","31/07/2021","800 8e Rue de l’aeroport","","Québec","QC","G2G 2S6","","418-800-1325","www.premieraviation.ca/","","Canadá","S","P","V","PREMIER AVIATION","PREMIER AVIATION QUÉBEC INC.","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1807-31_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002900.pdf"
"1812-41/ANAC","0000001343","QUICK LINK","QUICK LINK AIR SERVICES LTDA - EPP","01/11/2021","","Avenida Anton Von Zuben 2453","Jardim São José","Campinas","SP","13051145","19","981549511","","pslongo@gmail.com,quicklink.airservices@gmail.com,paulo.gabriel@quicklinkairservices.com.br","Brasil","S","P","V","QUICK LINK","QUICK LINK AIR SERVICES LTDA - EPP","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1812-41_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002901.pdf"
"0604-01/ANAC","0000001344","AERÓLEO ITANHAÉM","AERÓLEO TÁXI AÉREO S/A","01/11/2021","","Avenida José Batista Campos S/N Aeroporto Estadual Antonio Jr.","Aeroporto Estadual Antonio Jr.","Intanhaém","SP","11740-000","","","","mtoledo@aeroleo.com.br","Brasil","N","S","S","BRISTOW","BRISTOW TAXI AEREO S.A.","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-0604-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002902.pdf"
"","0000001345","AWBS","AWBS REPARO AERONÁUTICO DE RODAS E FREIOS LTDA.","","","Rodovia Engenheiro Ermênio de Oliveira Penteado KM 1683","Bairro Helvetia","Indaiatuba","SP","13347600","11","984947234","","diretoria@awbservice.com,qualidade1@awbservice.com,tecnico1@awbservice.com","Brasil","N","","N","AWBS","AWBS REPARO AERONÁUTICO DE RODAS E FREIOS LTDA."," "," "
"1810-42/ANAC","0000001348","HANGAR BRAVO","HANGAR BRAVO ADMINISTRAÇÃO DE AERONAVES LTDA","01/11/2021","","Av. Emilio Antonon 305","lote 08 - bairro chacara aeroporto","Jundiaí","SP","13212-010","11","95981-9606","","mmendes@bravoaviation.com.br, fsilveira@bravoaviation.com.br,  ctm@bravoaviation.com.br,","Brasil","S","P","V","HANGAR BRAVO","HANGAR BRAVO ADMINISTRAÇÃO DE AERONAVES LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1810-42_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002905.pdf"
"1904-31/ANAC","0000001349","CONSTANT AVIATON","CONSTANT AVIATIONLLC  ","01/11/2021","31/05/2023","Cleveland Hopkins International Airport","5211 Secondary Road","Cleveland","OH","","","","","kstauffer@constantaviation.com, CORPQA@constantaviation.com","Estados Unidos","S","P","V","CONSTANT AVIATON","CONSTANT AVIATIONLLC  ","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1904-31_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002907.pdf"
"1406-34/ANAC","0000001350","AVIANCA MEDELIN","AEROVIAS DEL CONTINENTE AMERICANO","01/11/2021","30/06/2022","Aeroporto Internacional Jose Maria Cordova","Rionegro  054047  Antioquia","Medelin","","","","","","","Colômbia","N","S","V","AVIANCA","OCEANAIR LINHAS AÉRAS LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1406-34_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002908.pdf"
"1908-41/ANAC","0000001351","MOB AVIATION","MOB AVIATION LTDA - ME","01/11/2021","","Estrada Municipal de Leme 475 n° 647","LOTE 01 - Q. Aeródromo Yolanda Penteado","Leme","SP","13610845","19","4042-6880","","luismira@mobaviation.com.br,oficina@mobaviation.com.br","Brasil","S","P","V","MOB AVIATION","MOB AVIATION LTDA - ME","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1908-41_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002909.pdf"
"6512-01/ANAC","0000001352","LÍDER TAXI AÉREO LAGOA","LÍDER TÁXI AÉREO S/A","01/11/2021","","AV. Borges de Medeiros 1444","Lagoa","Rio de Janeiro","RJ","22430042","21"," 32182124","","derito.grego@lideraviacao.com.br","Brasil","N","S","V","LÍDER TAXI AÉREO","LÍDER TÁXI AÉREO S/A","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-6512-01_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002911.pdf"
"1111-61/ANAC","0000001353","COSTA DO SOL CARAUARI","COSTA DO SOL TAXI AEREO LTDA","01/11/2021","","Rua São Jacob S/N - Centro","Aeroporto Municipal de Carauari - Hangar","Carauari","AM","69500000","","","","alessandro.nascimento@voecostadosol.com.br ","Brasil","N","S","V","COSTA DO SOL","COSTA DO SOL TAXI AEREO LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1111-61_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002912.pdf"
"6612-02/ANAC","0000001354","JP MARTINS JABOTICABAL","J.P. MARTINS DE AVIAÇÃO LTDA","01/11/2021","","Sitio Serradinho Av. Doutor Lafranchi S/N","Planalto do Bosque Zona Rural","Jaboticabal","SP","14873100","11","35382555","","jpctm@jpmartins.com.br,rt@jpmartins.com.br","Brasil","N","S","P","JP MARTINS","J.P. MARTINS DE AVIAÇÃO LTDA","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-6612-02_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002913.pdf"
"1901-41/ANAC","0000001355","NSE BRASIL","NSE BRASIL AEROESPACIAL LTDA.","01/11/2021","","Rodovia Geraldo Scavone 2080 Galpão 11 Jardim Califórnia","Condomínio Indusvale","Jacareí","SP","12305490","12","39613052","","emolento@nse-groupe.com","Brasil","S","P","V","NSE BRASIL","NSE BRASIL AEROESPACIAL LTDA.","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE/CHE-1901-41_ANAC.pdf","https://sistemas.anac.gov.br/certificacao/AvGeral/CHE-Adendos/Ad-002914.pdf"
