codigo_ocorrencia4;recomendacao_numero;recomendacao_dia_assinatura;recomendacao_dia_encaminhamento;recomendacao_dia_feedback;recomendacao_conteudo;recomendacao_status;recomendacao_destinatario_sigla;recomendacao_destinatario
37577;152/B/09;2010-04-06;2009-10-06;2010-01-12;Estudar, no prazo de três meses, a viabilidade de rever todo o processo de homologação do sistema de balizamento noturno do Aeroporto de Terravista.;***;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
37577;153/B/09;2010-04-06;2009-10-06;2010-01-12;Estudar, no prazo de três meses, a viabilidade de alterar a legislação em vigor e incluir a obrigatoriedade de ser instalada uma estação meteorológica completa nos aeródromos que emitem METAR.;***;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
37577;154/A/09;2010-04-06;2009-10-06;2010-01-12;Estudar, no prazo de um mês, a viabilidade de alterar a legislação em vigor e incluir a obrigatoriedade de ser submetido a inspeção de saúde e recheque de suas habilitações os operadores de estação rádio e ou controladores que estavam acompanhando ou monitorando aeronaves que sofreram acidentes aeronáuticos.;***;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
37577;155/A/09;2010-04-06;2009-10-06;2010-01-12;Estudar, no prazo de um mês, a viabilidade de alterar a legislação em vigor e incluir a obrigatoriedade de ser instalado e manter-se em condições operacionais um sistema de gravação das comunicações nas rádios de aeródromos que operam noturno.;***;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
37555;A-563/CENIPA/2015 - 01;2016-04-15;2016-05-18;2016-08-07;Realizar gestões junto ao Operador, visando revisar seus mecanismos de Supervisão Gerencial a fim de garantir que o mesmo exerça um efetivo controle do treinamento dos seus pilotos.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
37555;A-563/CENIPA/2015 - 02;2016-04-15;2016-05-18;2016-08-07;Realizar gestões junto ao Operador a fim de garantir que o Diretor de Operações da empresa implemente procedimentos que assegurem e valorizem o fiel cumprimento do Check List pelos pilotos da empresa.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
37536;251/2011;2011-09-23;2011-09-29;2011-11-16;Divulgar o presente Relatório Final aos operadores da Aviação Geral, ressaltando a importância da adequada supervisão dos serviços de manutenção efetuados.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
37379;052/2011;2011-06-30;2011-08-01;2016-03-16;Revisar os requisitos para concessão e revalidação de habilitação de aviões classe multimotores terrestres (MLTE) a fim de assegurar-se de que os pilotos possuam os conhecimentos necessários ao planejamento adequado do voo, em especial em condições de voo por instrumento.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
37379;053/2011;2011-06-30;2011-08-01;2016-03-16;Revisar o currículo do curso de Piloto Privado, a fim de assegurar-se de que os pilotos recebam instrução sobre as ilusões visuais que podem afetá-los durante o voo.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
37379;054/2011;2011-06-30;2011-08-01;2016-03-16;Revisar o currículo do curso de Piloto Privado, a fim de assegurar-se de que os pilotos recebam instrução sobre as características e técnicas para evitar a colisão em voo controlado contra o terreno (CFIT).;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
37379;055/2011;2011-06-30;2011-08-01;2011-10-11;Criar mecanismos de atuação junto aos proprietários de aeronaves privadas, a fim de conscientizá-los sobre a necessidade de supervisionar os serviços afetos às suas aeronaves junto aos seus funcionários.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
37379;056/2011;2011-06-30;2011-07-19;NULL;Desenvolver trabalho de conscientização dos pilotos no sentido de manterem a adequada proficiência (atualizada) em voo IFR, de forma a prover a confiança necessária para a execução desse tipo particular de voo.;***;ABAG;ASSOCIAÇÃO BRASILEIRA DE AVIAÇÃO GERAL
37379;057/2011;2011-06-30;2011-07-19;NULL;Divulgar este relatório aos operadores e pilotos de aeronaves associados da entidade.;***;ABAG;ASSOCIAÇÃO BRASILEIRA DE AVIAÇÃO GERAL
37379;058/2011;2011-06-30;2011-07-19;NULL;Desenvolver trabalho de conscientização dos pilotos no sentido de manterem a adequada proficiência (atualizada) em voo IFR, de forma a prover a confiança necessária para a execução desse tipo particular de voo.;***;APPA;ASSOCIAÇÃO DE PILOTOS E PROPRIETÁRIOS DE AERONAVES
37379;059/2011;2011-06-30;2011-07-19;NULL;Divulgar este relatório aos operadores e pilotos de aeronaves associados da entidade.;***;APPA;ASSOCIAÇÃO DE PILOTOS E PROPRIETÁRIOS DE AERONAVES
37379;060/2011;2011-06-30;2011-07-19;NULL;Providenciar o conserto do NDB de Araçatuba, a fim de fornecer aos pilotos a possibilidade de realizar procedimentos de aproximação por instrumentos.;***;DAESP;DAESP - DEPARTAMENTO AEROVIÁRIO DO ESTADO DE SÃO PAULO
37376;A-064/CENIPA/2013-RSV001;2013-12-30;2014-03-19;2014-07-28;Ratificar junto a TAM que o desenvolvimento dos eventos deste acidente mostrou que os treinamentos de CRM, já aplicados pela empresa, podem ser atualizados no que diz respeito a eficácia do treinamento e a efetiva mudança de atitude com relação aos aspectos de liderança, trabalho em equipe, comunicação, divisão da carga de trabalho, sinergia da equipe e tomada de decisão em momentos de emergência, bem como quanto aos procedimentos operacionais padronizados pela empresa e alterados pela tripulação.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
37376;A-064/CENIPA/2013-RSV002;2013-12-30;2014-03-19;2014-09-26;Divulgar o conteúdo do presente relatório durante a realização de seminários, palestras e atividades afins voltadas aos operadores do RBAC 121.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
37375;170/D/09;2009-10-09;2009-10-19;NULL;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo disseminar os ensinamentos adquiridos através do mesmo, com destaque para o risco decorrente de aproximações não estabilizadas.;***;SERIPA-2;SEGUNDO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
37375;170/D/09;2009-10-09;2009-10-19;NULL;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo disseminar os ensinamentos adquiridos através do mesmo, com destaque para o risco decorrente de aproximações não estabilizadas.;***;SERIPA-3;TERCEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
37375;170/D/09;2009-10-09;2009-10-19;NULL;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo disseminar os ensinamentos adquiridos através do mesmo, com destaque para o risco decorrente de aproximações não estabilizadas.;***;SERIPA-4;QUARTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
37375;170/D/09;2009-10-09;2009-10-19;2009-10-21;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo disseminar os ensinamentos adquiridos através do mesmo, com destaque para o risco decorrente de aproximações não estabilizadas.;ADOTADA;SERIPA-6;SEXTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
37375;170/D/09;2009-10-09;2009-10-19;2009-11-30;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo disseminar os ensinamentos adquiridos através do mesmo, com destaque para o risco decorrente de aproximações não estabilizadas.;ADOTADA;SERIPA-7;SÉTIMO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
37375;170/D/09;2009-10-09;2009-10-19;2009-12-11;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo disseminar os ensinamentos adquiridos através do mesmo, com destaque para o risco decorrente de aproximações não estabilizadas.;ADOTADA;SERIPA-5;QUINTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
37375;170/D/09;2009-10-09;2009-10-19;2010-03-23;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo disseminar os ensinamentos adquiridos através do mesmo, com destaque para o risco decorrente de aproximações não estabilizadas.;ADOTADA;SERIPA-1;PRIMEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
37357;250/2010;2010-12-06;2011-01-05;2011-02-01;Adotar mecanismos de divulgação dos ensinamentos colhidos na presente investigação aos proprietários e operadores das aeronaves que operam sob o RBHA 91, alertando quanto aos riscos decorrentes da sua interferência no desempenho operacional dos pilotos.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
37357;251/2010;2010-12-06;2010-12-06;NULL;Analisar estatisticamente as falhas de funcionamento de ELT em acidentes, a fim de verificar a necessidade de adoção de medidas corretivas.;***;CENIPA;CENTRO DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
37235;A-031/CENIPA/2013-RSV001;2014-03-17;2014-06-16;2014-09-30;Quando da revisão do Regulamento Brasileiro de Homologação Aeronáutica (RBHA 91), tornar obrigatória a confecção de MGO aos operadores regulados pela subparte K - Operações Aéreas de Segurança Pública e/ou Defesa Civil, face à necessidade de padronizar / disciplinar a multiplicidade de missões desempenhadas.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
37235;A-031/CENIPA/2013-RSV002;2014-03-17;2014-06-16;2014-11-27;Divulgar o conteúdo do presente relatório durante a realização de seminários, palestras e atividades afins voltadas aos proprietários, operadores e exploradores de aeronaves de asas rotativas.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
37183;A-570/CENIPA/2014 -  001;2014-07-21;2014-08-11;2015-04-30;Realizar visita técnica no Aeroclube de Taubaté com intuito de analisar e propor melhorias no processo de manutenção das aeronaves, instrução, supervisão e operação tendo em vista os fatos relatados no corpo deste relatório.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
37180;083/D/10;2010-04-06;2010-04-30;NULL;Promover a divulgação deste Acidente Aeronáutico a operadores e pilotos, tendo por objetivo alertar para a execução dos procedimentos normais previstos na lista de verificações.;***;SERIPA-2;SEGUNDO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
37180;083/D/10;2010-04-06;2010-04-30;NULL;Promover a divulgação deste Acidente Aeronáutico a operadores e pilotos, tendo por objetivo alertar para a execução dos procedimentos normais previstos na lista de verificações.;***;SERIPA-3;TERCEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
37180;083/D/10;2010-04-06;2010-04-30;NULL;Promover a divulgação deste Acidente Aeronáutico a operadores e pilotos, tendo por objetivo alertar para a execução dos procedimentos normais previstos na lista de verificações.;***;SERIPA-4;QUARTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
37180;083/D/10;2010-04-06;2010-04-30;NULL;Promover a divulgação deste Acidente Aeronáutico a operadores e pilotos, tendo por objetivo alertar para a execução dos procedimentos normais previstos na lista de verificações.;***;SERIPA-6;SEXTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
37180;083/D/10;2010-04-06;2010-04-30;NULL;Promover a divulgação deste Acidente Aeronáutico a operadores e pilotos, tendo por objetivo alertar para a execução dos procedimentos normais previstos na lista de verificações.;***;SERIPA-7;SÉTIMO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
37180;083/D/10;2010-04-06;2010-04-30;2010-05-26;Promover a divulgação deste Acidente Aeronáutico a operadores e pilotos, tendo por objetivo alertar para a execução dos procedimentos normais previstos na lista de verificações.;ADOTADA;SERIPA-5;QUINTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
37180;083/D/10;2010-04-06;2010-04-30;2010-07-14;Promover a divulgação deste Acidente Aeronáutico a operadores e pilotos, tendo por objetivo alertar para a execução dos procedimentos normais previstos na lista de verificações.;***;SERIPA-1;PRIMEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
37020;167/D/09;2009-10-09;2009-10-19;NULL;Que demarque as cabeceiras da pista de pouso, de forma a facilitar aos pilotos a identificação, a partir do ar, do início da pista em uso. A forma de demarcação não poderá se constituir em obstáculo para as aeronaves.;***;PREF-TRINDADE;PREFEITURA MUNICIPAL DE TRINDADE
37020;168/D/09;2009-10-09;2009-10-19;NULL;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo realçar o risco inerente às ilusões de ótica, com destaque para a semelhança entre o leito da pista e seus arredores.;***;SERIPA-2;SEGUNDO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
37020;168/D/09;2009-10-09;2009-10-19;NULL;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo realçar o risco inerente às ilusões de ótica, com destaque para a semelhança entre o leito da pista e seus arredores.;***;SERIPA-3;TERCEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
37020;168/D/09;2009-10-09;2009-10-19;NULL;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo realçar o risco inerente às ilusões de ótica, com destaque para a semelhança entre o leito da pista e seus arredores.;***;SERIPA-4;QUARTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
37020;168/D/09;2009-10-09;2009-10-19;2009-10-21;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo realçar o risco inerente às ilusões de ótica, com destaque para a semelhança entre o leito da pista e seus arredores.;ADOTADA;SERIPA-6;SEXTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
37020;168/D/09;2009-10-09;2009-10-19;2009-11-30;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo realçar o risco inerente às ilusões de ótica, com destaque para a semelhança entre o leito da pista e seus arredores.;ADOTADA;SERIPA-7;SÉTIMO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
37020;168/D/09;2009-10-09;2009-10-19;2009-12-11;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo realçar o risco inerente às ilusões de ótica, com destaque para a semelhança entre o leito da pista e seus arredores.;ADOTADA;SERIPA-5;QUINTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
37020;168/D/09;2009-10-09;2009-10-19;2010-07-14;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo realçar o risco inerente às ilusões de ótica, com destaque para a semelhança entre o leito da pista e seus arredores.;***;SERIPA-1;PRIMEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
37019;A-567/CENIPA/2014 - RSV 001;2014-08-15;2014-09-16;2014-12-30;Realizar auditoria técnica no operador da aeronave com intuito de analisar e propor melhorias nos processos de gerenciamento, supervisão e manutenção praticados pela Direção do Aeroclube de Imperatriz, tendo em vista os fatos levantados durante a investigação do acidente.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
36917;175/D/09;2009-10-16;2009-10-20;NULL;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo destacar a importância do cotejamento da indicação dos liquidômetros com o combustível existente nos tanques e, no caso de falha de motor por falta de combustível nas aeronaves EMB 720D e similares, a necessidade de aguardar pelo menos 10 segundos após a troca de tanques pela seletora de combustível para o enchimento das linhas de combustível.;***;SERIPA-2;SEGUNDO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
36917;175/D/09;2009-10-16;2009-10-20;NULL;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo destacar a importância do cotejamento da indicação dos liquidômetros com o combustível existente nos tanques e, no caso de falha de motor por falta de combustível nas aeronaves EMB 720D e similares, a necessidade de aguardar pelo menos 10 segundos após a troca de tanques pela seletora de combustível para o enchimento das linhas de combustível.;***;SERIPA-3;TERCEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
36917;175/D/09;2009-10-16;2009-10-20;NULL;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo destacar a importância do cotejamento da indicação dos liquidômetros com o combustível existente nos tanques e, no caso de falha de motor por falta de combustível nas aeronaves EMB 720D e similares, a necessidade de aguardar pelo menos 10 segundos após a troca de tanques pela seletora de combustível para o enchimento das linhas de combustível.;***;SERIPA-4;QUARTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
36917;175/D/09;2009-10-16;2009-10-20;2009-10-21;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo destacar a importância do cotejamento da indicação dos liquidômetros com o combustível existente nos tanques e, no caso de falha de motor por falta de combustível nas aeronaves EMB 720D e similares, a necessidade de aguardar pelo menos 10 segundos após a troca de tanques pela seletora de combustível para o enchimento das linhas de combustível.;ADOTADA;SERIPA-6;SEXTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
36917;175/D/09;2009-10-16;2009-10-20;2009-11-30;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo destacar a importância do cotejamento da indicação dos liquidômetros com o combustível existente nos tanques e, no caso de falha de motor por falta de combustível nas aeronaves EMB 720D e similares, a necessidade de aguardar pelo menos 10 segundos após a troca de tanques pela seletora de combustível para o enchimento das linhas de combustível.;ADOTADA;SERIPA-7;SÉTIMO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
36917;175/D/09;2009-10-16;2009-10-20;2010-03-12;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo destacar a importância do cotejamento da indicação dos liquidômetros com o combustível existente nos tanques e, no caso de falha de motor por falta de combustível nas aeronaves EMB 720D e similares, a necessidade de aguardar pelo menos 10 segundos após a troca de tanques pela seletora de combustível para o enchimento das linhas de combustível.;ADOTADA;SERIPA-5;QUINTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
36917;175/D/09;2009-10-16;2009-10-20;2010-07-14;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo destacar a importância do cotejamento da indicação dos liquidômetros com o combustível existente nos tanques e, no caso de falha de motor por falta de combustível nas aeronaves EMB 720D e similares, a necessidade de aguardar pelo menos 10 segundos após a troca de tanques pela seletora de combustível para o enchimento das linhas de combustível.;***;SERIPA-1;PRIMEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
36777;IG-578/CENIPA/2016 - 01;2017-05-26;2017-06-01;2018-12-10;Realizar gestões junto ao operador a fim de que este aprimore os métodos de Supervisão Gerencial, no âmbito operacional, com vistas ao adequado acompanhamento da frequência de voo dos seus tripulantes.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
36679;062/D/10;2010-03-29;2010-04-08;2010-06-16;Estabelecer a necessidade de ações corretivas imediatas e, caso aplicável, emitir uma Diretriz de Aeronavegabilidade, considerando o Technical Bulletin nº. 222-03-171, de 06 NOV 2003, da Bell Helicopter Textron, que recomenda a inversão da posição de acionamento do switch de comando da fuel valve.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
36675;141/D/10;2010-07-15;2010-07-30;2010-09-16;Aperfeiçoar os mecanismos de controle sobre a operacionalidade do material, incluindo as pistolas de sinalização luminosa da TWR-JP.;***;INFRAERO;EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUÁRIA
36675;142/D/10;2010-07-15;2010-08-04;2010-08-24;Adotar mecanismos de divulgação dos ensinamentos colhidos na presente investigação aos operadores de Táxi Aéreo, alertando quanto aos riscos decorrentes da não realização do registro das panes apresentadas pelas aeronaves.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
36675;143/D/10;2010-07-15;2010-07-30;2010-10-06;Analisar a conveniência da instalação de linhas de telefone nas Torres de Controle, destinadas exclusivamente para casos de emergência das aeronaves em voo, e divulgá-las nas Publicações Aeronáuticas.;***;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
36657;165/2012;2012-06-04;2012-08-07;2012-09-27;Divulgar os ensinamentos do presente relatório aos operadores da Aviação Geral, ressaltando a importância do instrutor de voo para o adequado treinamento, em especial na realização de voos IFR.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
36657;166/2012;2012-06-04;2012-08-07;2013-02-20;Atuar junto às oficinas de manutenção da aeronave PA-46-350P, visando avaliar se os procedimentos de manutenção dos liquidômetros seguem o previsto pelo fabricante e se tais procedimentos são eficazes, assegurando o seu funcionamento correto.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
36657;251/2009;2009-12-30;2010-01-08;2012-12-18;Realizar atividade de fiscalização na Oficina CONAL - Construtora Nacional de Aviões Ltda., sediada em Sorocaba - SP, a fim de corrigir as discrepâncias referentes às terminologias *Aprovo(a) o retorno ao serviço* - RBHA 43.9 e *Certifico que a aeronave (identificação) foi inspecionada de acordo com a inspeção (tipo da mesma) e foi verificado estar em condições aeronavegáveis* - RBHA 43.11, quando pertinente, nas etiquetas das cadernetas das aeronaves, após a execução dos serviços de manutenção. Ainda, verificar as rubricas acompanhadas dos respectivos códigos ANAC para os lançamentos realizados nas cadernetas de célula, de motor e de hélice.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
36657;252/2009;2009-12-30;2010-01-08;2010-03-24;Coordenar com o DECEA, um estudo voltado ao aperfeiçoamento do sistema DECERTA (Decolagem Certa), de forma a coibir a emissão de planos de vôo por pilotos em situação irregular.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
36657;253/C/2009;2009-12-30;2010-01-11;2010-03-18;Coordenar com a ANAC, um estudo voltado ao aperfeiçoamento do sistema DECERTA (Decolagem Certa), de forma a coibir a emissão de planos de vôo por pilotos em situação irregular.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
36657;254/D/09;2009-12-30;2010-01-11;NULL;Divulgar os ensinamentos adquiridos com essa investigação em eventos educativos e reuniões com operadores da aviação civil, ressaltando a importância de um controle eficiente do combustível.;***;SERIPA-2;SEGUNDO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
36657;254/D/09;2009-12-30;2010-01-11;NULL;Divulgar os ensinamentos adquiridos com essa investigação em eventos educativos e reuniões com operadores da aviação civil, ressaltando a importância de um controle eficiente do combustível.;***;SERIPA-3;TERCEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
36657;254/D/09;2009-12-30;2010-01-11;NULL;Divulgar os ensinamentos adquiridos com essa investigação em eventos educativos e reuniões com operadores da aviação civil, ressaltando a importância de um controle eficiente do combustível.;***;SERIPA-4;QUARTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
36657;254/D/09;2009-12-30;2010-01-11;NULL;Divulgar os ensinamentos adquiridos com essa investigação em eventos educativos e reuniões com operadores da aviação civil, ressaltando a importância de um controle eficiente do combustível.;***;SERIPA-7;SÉTIMO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
36657;254/D/09;2009-12-30;2010-01-11;2010-01-21;Divulgar os ensinamentos adquiridos com essa investigação em eventos educativos e reuniões com operadores da aviação civil, ressaltando a importância de um controle eficiente do combustível.;ADOTADA;SERIPA-6;SEXTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
36657;254/D/09;2009-12-30;2010-01-11;2010-03-12;Divulgar os ensinamentos adquiridos com essa investigação em eventos educativos e reuniões com operadores da aviação civil, ressaltando a importância de um controle eficiente do combustível.;ADOTADA;SERIPA-5;QUINTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
36657;254/D/09;2009-12-30;2010-01-11;2010-03-23;Divulgar os ensinamentos adquiridos com essa investigação em eventos educativos e reuniões com operadores da aviação civil, ressaltando a importância de um controle eficiente do combustível.;ADOTADA;SERIPA-1;PRIMEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
36217;270/2010;2010-09-24;2011-03-11;2012-12-18;Estudar meios de intensificar o acompanhamento das atividades de instrução nos aeroclubes.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
36217;271/2010;2010-09-24;2011-03-11;2011-05-10;Divulgar os ensinamentos colhidos e as recomendações emitidas na presente investigação aos aeroclubes.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
36216;086/2011;2011-07-21;2011-08-01;2012-02-06;Estudar a possibilidade de modificação dos requisitos mínimos para a habilitação de instrutores de voo, visando à aquisição de mais experiência na condução de voos de instrução inicial de pilotagem, considerando a reincidência de acidentes e incidentes em voos de instrução, tendo como fator contribuinte, a falha na atuação efetiva dos instrutores.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
36216;087/2011;2011-07-21;2011-08-01;2012-04-10;Realizar uma vistoria de segurança de voo no Aeroclube de Sorocaba, a fim de verificar as suas condições operacionais, em especial no tocante à padronização dos instrutores.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
36215;125/2012;2012-03-22;2012-04-20;2012-07-18;Divulgar os ensinamentos colhidos na presente investigação aos aeroclubes e escola de Aviação, alertando quanto aos riscos decorrentes de um deficiente planejamento de missão e de falhas na instrução.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
36215;126/2012;2012-03-22;2012-04-20;2012-07-18;Revisar a instrução de voo relativa a pouso de emergência em campo não preparado, visando assegurar-se de que seus pilotos tenham os conhecimentos necessários à escolha do local de pouso de maneira oportuna e adequada.;ADOTADA;AEROC-PMI;AEROCLUBE DE PARÁ DE MINAS
