codigo_ocorrencia2;aeronave_matricula;aeronave_operador_categoria;aeronave_tipo_veiculo;aeronave_fabricante;aeronave_modelo;aeronave_tipo_icao;aeronave_motor_tipo;aeronave_motor_quantidade;aeronave_pmd;aeronave_pmd_categoria;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_pais_registro;aeronave_registro_categoria;aeronave_registro_segmento;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano;aeronave_fatalidades_total
45798;PPFLZ;***;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;MONOMOTOR;770;770;3;1990;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;INSTRUÇÃO;LEVE;0
45797;PPGQY;INSTRUÇÃO;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;MONOMOTOR;770;770;3;1993;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;INSTRUÇÃO;NENHUM;0
45796;PRTTB;REGULAR;AVIÃO;BOEING COMPANY;727-223;B722;JATO;TRIMOTOR;88451;88451;5;1980;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
45795;PPGOB;INSTRUÇÃO;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;MONOMOTOR;770;770;2;1993;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;INSTRUÇÃO;LEVE;0
45794;PRWJA;***;AVIÃO;BOEING COMPANY;737-322;B733;JATO;BIMOTOR;58967;58967;156;1990;BRASIL;BRASIL;AVIÃO;REGULAR;SALGADO FILHO;MINISTRO VICTOR KONDER;DESCIDA;REGULAR;NENHUM;0
45793;PTVAX;INSTRUÇÃO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PA34;PISTÃO;BIMOTOR;2155;2155;6;1986;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;INSTRUÇÃO;LEVE;0
45792;PRAVC;REGULAR;AVIÃO;AIRBUS;A319-115;A319;JATO;BIMOTOR;75500;75500;141;2010;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;REGULAR;LEVE;0
45791;PRCRA;REGULAR;AVIÃO;LET AIRCRAFT INDUSTRIES;L410UVP-E20;L410;TURBOÉLICE;BIMOTOR;6600;6600;21;1990;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;REGULAR;NENHUM;0
45790;PTEQV;INSTRUÇÃO;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;BIMOTOR;2073;2073;6;1977;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;INSTRUÇÃO;LEVE;0
45789;PPJGE;PARTICULAR;HELICÓPTERO;AGUSTA;A119;A119;TURBOEIXO;MONOMOTOR;2720;2720;8;2006;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;INDETERMINADA;PRIVADA;LEVE;0
45786;PPPTQ;REGULAR;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;22500;22500;73;2009;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;REGULAR;NENHUM;0
45785;PRRUS;***;HELICÓPTERO;MIL HELICOPTER;MI-171A1;MI8;TURBOEIXO;BIMOTOR;13000;13000;30;2011;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;TÁXI AÉREO;NENHUM;0
45784;PTLGW;ADMINISTRAÇÃO DIRETA;AVIÃO;LEARJET;35A;LJ35;JATO;BIMOTOR;7711;7711;10;1984;BRASIL;BRASIL;AVIÃO;ADMINISTRAÇÃO DIRETA;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;POLICIAL;LEVE;0
45783;PTNCD;TÁXI AÉREO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-710;P28B;PISTÃO;MONOMOTOR;1361;1361;4;1975;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;TÁXI AÉREO;LEVE;0
45781;PPGEV;INSTRUÇÃO;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;MONOMOTOR;770;770;3;1992;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;INSTRUÇÃO;LEVE;0
45780;N118AV;***;AVIÃO;LEARJET;LR45;***;JATO;BIMOTOR;0;0;0;0;ESTADOS UNIDOS;ESTADOS UNIDOS;AVIÃO;***;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;***;LEVE;0
45779;PTHZG;ADMINISTRAÇÃO DIRETA;HELICÓPTERO;HELIBRAS;AS 350 BA;AS50;TURBOEIXO;MONOMOTOR;2100;2100;6;1995;BRASIL;BRASIL;HELICÓPTERO;ADMINISTRAÇÃO DIRETA;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;POLICIAL;NENHUM;0
45778;PTLTH;PARTICULAR;AVIÃO;BEECH AIRCRAFT;58P;BE58;PISTÃO;BIMOTOR;2812;2812;6;1984;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;LEVE;0
45777;PRAZD;REGULAR;AVIÃO;EMBRAER;ERJ 190-100 IGW;E190;JATO;BIMOTOR;51800;51800;113;2009;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;REGULAR;NENHUM;0
45776;PTTTL;REGULAR;AVIÃO;AEROSPATIALE AND ALENIA;ATR-42-300;AT43;TURBOÉLICE;BIMOTOR;16900;16900;52;1990;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;REGULAR;NENHUM;0
45775;PRDDB;INSTRUÇÃO;AVIÃO;DIAMOND;DA20-C1;DV20;PISTÃO;MONOMOTOR;800;800;2;2009;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;INSTRUÇÃO;NENHUM;0
45774;PRGNC;PARTICULAR;AVIÃO;BEECH AIRCRAFT;G58;BE58;PISTÃO;BIMOTOR;2495;2495;6;2008;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;PRIVADA;NENHUM;0
45773;PRNHB;REGULAR;AVIÃO;LET AIRCRAFT INDUSTRIES;L410UVP-E20;L410;TURBOÉLICE;BIMOTOR;6600;6600;21;2006;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;REGULAR;NENHUM;0
45769;PRTKH;REGULAR;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-42-500;AT45;TURBOÉLICE;BIMOTOR;18600;18600;52;1999;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;REGULAR;NENHUM;0
45768;PRTKH;REGULAR;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-42-500;AT45;TURBOÉLICE;BIMOTOR;18600;18600;52;1999;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;REGULAR;NENHUM;0
45760;PPPTL;REGULAR;AVIÃO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;22500;22500;73;2008;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;REGULAR;NENHUM;0
45759;PRCRR;***;AVIÃO;CESSNA AIRCRAFT;T206H;C206;PISTÃO;MONOMOTOR;1633;1633;6;2008;BRASIL;BRASIL;AVIÃO;PARTICULAR;ALBERTO ALCOLUMBRE;MAESTRO WILSON FONSECA;INDETERMINADA;PRIVADA;DESTRUÍDA;2
45757;PPWCA;***;AVIÃO;BEECH AIRCRAFT;C90;BE9L;TURBOÉLICE;BIMOTOR;4377;4377;8;2002;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;OUTRA FASE;PRIVADA;DESTRUÍDA;1
45756;PTEDC;***;AVIÃO;EMBRAER;EMB-820C NAVAJO;PA31;PISTÃO;BIMOTOR;3175;3175;10;1976;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;TÁXI AÉREO;LEVE;0
45755;PRDIX;***;AVIÃO;PIPER AIRCRAFT;PA-34-220T;PA34;PISTÃO;BIMOTOR;2155;2155;6;2000;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;GUARARAPES - GILBERTO FREYRE;CARUARU;POUSO;TÁXI AÉREO;SUBSTANCIAL;0
45754;PPFLH;***;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;MONOMOTOR;770;770;2;1990;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;AERÓDROMO NACIONAL DE AVIAÇÃO;FORA DE AERODROMO;CORRIDA APÓS POUSO;INSTRUÇÃO;SUBSTANCIAL;0
45753;PPGFC;***;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;MONOMOTOR;770;770;3;1992;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FAZENDA SANTO ÂNGELO;POUSO ALEGRE;POUSO;INSTRUÇÃO;SUBSTANCIAL;0
45752;PPHPA;***;AVIÃO;NEIVA;56-C-1;PAUL;PISTÃO;MONOMOTOR;660;660;2;1963;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;ESTADUAL ARTHUR SIQUEIRA;FORA DE AERODROMO;POUSO;INSTRUÇÃO;LEVE;0
45751;PRBTW;***;AVIÃO;BEECH AIRCRAFT;C-45H;BE18;PISTÃO;BIMOTOR;3969;3969;6;1953;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;PRIVADA;SUBSTANCIAL;0
45750;PPZFE;EXPERIMENTAL;AVIÃO;NORTH AMERICAN;TROJAN T-28B;ZZZZ;PISTÃO;MONOMOTOR;3056;3056;2;1955;BRASIL;BRASIL;AVIÃO;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;EXPERIMENTAL;DESTRUÍDA;2
45749;PTLSL;***;AVIÃO;CESSNA AIRCRAFT;172RG;C72R;PISTÃO;MONOMOTOR;1202;1202;4;1981;BRASIL;BRASIL;AVIÃO;PARTICULAR;BACACHERI;BANESPA REPÚBLICA;POUSO;PRIVADA;SUBSTANCIAL;0
45748;PTRTH;***;AVIÃO;EMBRAER;EMB-810D;PA34;PISTÃO;BIMOTOR;2155;2155;6;1983;BRASIL;BRASIL;AVIÃO;PARTICULAR;PRESIDENTE CASTRO PINTO;PINTO MARTINS;POUSO;PRIVADA;SUBSTANCIAL;0
45747;PTDRR;***;AVIÃO;BEECH AIRCRAFT;V35B;BE35;PISTÃO;MONOMOTOR;1542;1542;6;1971;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;LEVE;0
45746;PUAJO;EXPERIMENTAL;ULTRALEVE;***;AA-155;ULAC;PISTÃO;MONOMOTOR;500;500;2;2008;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;EXPERIMENTAL;DESTRUÍDA;2
45734;PTNKJ;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-711C;P28R;PISTÃO;MONOMOTOR;1202;1202;4;1977;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;PRIVADA;SUBSTANCIAL;0
45733;PUVJO;EXPERIMENTAL;ULTRALEVE;***;CONQUEST 180;ULAC;PISTÃO;MONOMOTOR;650;650;2;2007;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;EXPERIMENTAL;SUBSTANCIAL;0
45732;PTGGE;AGRÍCOLA;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-201;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;1975;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;JPO;JPO;OUTRA FASE;AGRÍCOLA;SUBSTANCIAL;1
45731;PRLYD;***;AVIÃO;CESSNA AIRCRAFT;T210L;C210;PISTÃO;MONOMOTOR;1724;1724;6;1975;BRASIL;BRASIL;AVIÃO;PARTICULAR;BRIGADEIRO LYSIAS RODRIGUES;FORMOSA;SUBIDA;PRIVADA;SUBSTANCIAL;0
45730;PPGGC;***;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;MONOMOTOR;770;770;3;1992;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;MARICÁ;FORA DE AERODROMO;POUSO;INSTRUÇÃO;LEVE;0
45729;PTVAN;***;AVIÃO;EMBRAER;EMB-810D;PA34;PISTÃO;BIMOTOR;2155;2155;7;1985;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;CAMPO GRANDE;FAZENDA DAMARO;CORRIDA APÓS POUSO;TÁXI AÉREO;SUBSTANCIAL;0
45728;PROPB;PARTICULAR;AVIÃO;BEECH AIRCRAFT;B200;BE20;TURBOÉLICE;BIMOTOR;5670;5670;9;1987;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;PRIVADA;NENHUM;0
45727;PPJCA;PARTICULAR;AVIÃO;BEECH AIRCRAFT;F90;BE9T;TURBOÉLICE;BIMOTOR;4967;4967;8;1981;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;PRIVADA;LEVE;0
45719;PTJEH;TÁXI AÉREO;AVIÃO;PIPER AIRCRAFT;PA-31-350;PA31;PISTÃO;BIMOTOR;3175;3175;8;1973;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;TÁXI AÉREO;NENHUM;0
45718;PTTIC;PARTICULAR;AVIÃO;PIAGGIO AERO INDUSTRIES;P.180;P180;TURBOÉLICE;BIMOTOR;5239;5239;10;2011;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;LEVE;0
45715;PPAMX;TÁXI AÉREO;AVIÃO;CESSNA AIRCRAFT;208B;C208;TURBOÉLICE;MONOMOTOR;3969;3969;11;2011;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;TÁXI AÉREO;NENHUM;0
45714;PTOLL;PARTICULAR;AVIÃO;BEECH AIRCRAFT;58;BE58;PISTÃO;BIMOTOR;2449;2449;6;1979;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;PRIVADA;LEVE;0
45713;PTGMM;PARTICULAR;AVIÃO;CIRRUS;SR22;SR22;PISTÃO;MONOMOTOR;1542;1542;4;2003;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;PRIVADA;***;0
45712;PRBGA;TÁXI AÉREO;HELICÓPTERO;EUROCOPTER;EC 225 LP;EC25;TURBOEIXO;BIMOTOR;11000;11000;21;2010;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;CIRCUITO DE TRÁFEGO;TÁXI AÉREO;LEVE;0
45711;PPSGB;PARTICULAR;AVIÃO;CIRRUS;SR20;SR20;PISTÃO;MONOMOTOR;1315;1315;4;2002;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;ESTACIONAMENTO;PRIVADA;LEVE;0
45710;PRWJB;REGULAR;AVIÃO;BOEING COMPANY;737-341;B733;JATO;BIMOTOR;61235;61235;156;1991;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;REGULAR;LEVE;0
45709;PRMHX;REGULAR;AVIÃO;AIRBUS;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2008;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;REGULAR;LEVE;0
45707;PRCOC;PARTICULAR;AVIÃO;PIPER AIRCRAFT;PA-46-350P;PA46;PISTÃO;MONOMOTOR;1950;1950;6;1992;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;PRIVADA;LEVE;0
45706;PTEVN;PARTICULAR;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;BIMOTOR;2073;2073;6;1979;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;PRIVADA;NENHUM;0
45705;PRWJB;REGULAR;AVIÃO;BOEING COMPANY;737-341;B733;JATO;BIMOTOR;61235;61235;156;1991;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;REGULAR;LEVE;0
45703;N844MH;***;AVIÃO;BOEING COMPANY;767-432ER;***;JATO;BIMOTOR;204120;204120;0;2002;ESTADOS UNIDOS;ESTADOS UNIDOS;AVIÃO;***;FORA DE AERODROMO;FORA DE AERODROMO;ESTACIONAMENTO;***;LEVE;0
45701;PRDEP;PARTICULAR;AVIÃO;CIRRUS DESIGN;SR22;SR22;PISTÃO;MONOMOTOR;1542;1542;4;2008;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;LEVE;0
45700;PPPJL;REGULAR;AVIÃO;EMBRAER;ERJ 190-100 LR;E190;JATO;BIMOTOR;50300;50300;106;2008;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;REGULAR;NENHUM;0
45699;PRGTA;REGULAR;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;79000;79000;194;2006;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;REGULAR;NENHUM;0
45698;PPJAJ;PARTICULAR;HELICÓPTERO;HELIBRAS;AS 350 B2;AS50;TURBOEIXO;MONOMOTOR;2250;2250;6;2010;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;VOO A BAIXA ALTURA;PRIVADA;NENHUM;0
45697;PRPSF;REGULAR;AVIÃO;EMBRAER;EMB-145EP;E145;JATO;BIMOTOR;20990;20990;54;1997;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;REGULAR;NENHUM;0
45696;PPGRB;INSTRUÇÃO;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;MONOMOTOR;770;770;2;1993;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;INSTRUÇÃO;LEVE;0
45695;PRCHK;TÁXI AÉREO;HELICÓPTERO;SIKORSKY AIRCRAFT;S-76C;S76;TURBOEIXO;BIMOTOR;5307;5307;14;2007;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;TÁXI AÉREO;NENHUM;0
45694;PTVIY;PARTICULAR;AVIÃO;NEIVA;EMB-810D;PA34;PISTÃO;BIMOTOR;2155;2155;7;1989;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;NENHUM;0
45693;PRSEF;TÁXI AÉREO;HELICÓPTERO;SIKORSKY;S-76C;S76;TURBOEIXO;BIMOTOR;5307;5307;14;2003;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;TÁXI AÉREO;LEVE;0
45692;PPYOF;PARTICULAR;AVIÃO;CESSNA AIRCRAFT;525;C525;JATO;BIMOTOR;4717;4717;7;2000;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;PRIVADA;LEVE;0
45691;PTYND;PARTICULAR;HELICÓPTERO;AGUSTA;A109E;A109;TURBOEIXO;BIMOTOR;2850;2850;8;1999;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;PRIVADA;LEVE;0
45689;PPKKA;TÁXI AÉREO;AVIÃO;EMBRAER;EMB-500;E50P;JATO;BIMOTOR;4750;4750;6;2010;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;TÁXI AÉREO;NENHUM;0
45689;PPOFF;PARTICULAR;AVIÃO;CIRRUS DESIGN;SR22;SR22;PISTÃO;MONOMOTOR;1542;1542;4;2010;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;ESTACIONAMENTO;PRIVADA;NENHUM;0
45689;PTOTG;PARTICULAR;AVIÃO;BEECH AIRCRAFT;C90A;BE9L;TURBOÉLICE;BIMOTOR;4694;4694;13;1985;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;PRIVADA;NENHUM;0
45686;PPPJN;REGULAR;AVIÃO;EMBRAER;ERJ 190-100 LR;E190;JATO;BIMOTOR;50300;50300;112;2011;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;REGULAR;LEVE;0
45685;PRCHX;TÁXI AÉREO;HELICÓPTERO;EUROCOPTER;EC 225 LP;EC25;TURBOEIXO;BIMOTOR;11000;11000;21;2009;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;TÁXI AÉREO;NENHUM;0
45684;PTHFS;TÁXI AÉREO;HELICÓPTERO;ROBINSON HELICOPTER;R44;R44;PISTÃO;MONOMOTOR;1088;1088;4;1993;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;TÁXI AÉREO;NENHUM;0
45682;PRMEU;TÁXI AÉREO;HELICÓPTERO;EUROCOPTER DEUTSCHLAND;EC 135P2+;EC35;TURBOEIXO;BIMOTOR;2910;2910;8;2007;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;TÁXI AÉREO;NENHUM;0
45681;PRACG;REGULAR;AVIÃO;BOEING COMPANY;767-316F;B763;JATO;BIMOTOR;186880;186880;6;2000;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;INDETERMINADA;REGULAR;SUBSTANCIAL;0
45680;PRAZX;REGULAR;AVIÃO;AEROSPATIALE AND ALENIA;ATR-72-202;AT72;TURBOÉLICE;BIMOTOR;22000;22000;73;1993;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;REGULAR;NENHUM;0
45678;PRCOB;ADMINISTRAÇÃO DIRETA;AVIÃO;CESSNA AIRCRAFT;210L;C210;PISTÃO;MONOMOTOR;1724;1724;6;1974;BRASIL;BRASIL;AVIÃO;ADMINISTRAÇÃO DIRETA;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;POLICIAL;LEVE;0
45677;PTOTV;TÁXI AÉREO;AVIÃO;PIPER AIRCRAFT;PA-31T1;PAY1;TURBOÉLICE;BIMOTOR;3946;3946;7;1981;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;TÁXI AÉREO;LEVE;0
45671;PTDIQ;TÁXI AÉREO;AVIÃO;BEECH AIRCRAFT;B90;BE9L;TURBOÉLICE;BIMOTOR;4377;4377;6;1968;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;TÁXI AÉREO;NENHUM;0
45670;PRMBQ;REGULAR;AVIÃO;AIRBUS INDUSTRIE;A320-232;A320;JATO;BIMOTOR;77000;77000;184;2001;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;ARREMETIDA NO SOLO;REGULAR;LEVE;0
45669;PTYDI;TÁXI AÉREO;HELICÓPTERO;SIKORSKY AIRCRAFT;S-76A;S76;TURBOEIXO;BIMOTOR;4763;4763;14;1980;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;TÁXI AÉREO;SUBSTANCIAL;0
45668;PRSEF;TÁXI AÉREO;HELICÓPTERO;SIKORSKY;S-76C;S76;TURBOEIXO;BIMOTOR;5307;5307;14;2003;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;TÁXI AÉREO;NENHUM;0
45667;PTRTW;PARTICULAR;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PA34;PISTÃO;BIMOTOR;2155;2155;6;1983;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;NENHUM;0
45658;PRPHE;***;AVIÃO;EMBRAER;EMB-500;E50P;JATO;BIMOTOR;4750;4750;6;2010;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;LEVE;0
45656;PTCQA;PARTICULAR;AVIÃO;BEECH AIRCRAFT;A36TC;BE36;PISTÃO;MONOMOTOR;1656;1656;6;1981;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;PRIVADA;***;0
45655;PREAN;ADMINISTRAÇÃO DIRETA;HELICÓPTERO;HELIBRAS;AS 350 B3;AS50;TURBOEIXO;MONOMOTOR;2250;2250;6;2010;BRASIL;BRASIL;HELICÓPTERO;ADMINISTRAÇÃO DIRETA;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;POLICIAL;SUBSTANCIAL;0
45654;PPGFD;***;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;MONOMOTOR;770;770;2;1992;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;AEROCLUBE DE SANTA CATARINA;FORA DE AERODROMO;TÁXI;INSTRUÇÃO;SUBSTANCIAL;0
