codigo_ocorrencia1;ocorrencia_tipo;ocorrencia_tipo_categoria;taxonomia_tipo_icao
51869;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
51868;OUTROS;OUTROS;OTHR
51867;FUMAÇA NA CABINE;FOGO/FUMAÇA (SEM IMPACTO) | FUMAÇA NA CABINE;F-NI
51864;TRÁFEGO AÉREO;PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO;MAC
51863;COLISÃO COM AERONAVE NO SOLO;COLISÃO NO SOLO | COLISÃO COM AERONAVE NO SOLO;GCOL
51861;OUTROS;OUTROS;OTHR
51860;POUSO EM LOCAL NÃO PREVISTO;OUTROS | POUSO EM LOCAL NÃO PREVISTO;OTHR
51858;POUSO BRUSCO;CONTATO ANORMAL COM A PISTA | POUSO BRUSCO;ARC
51857;FALHA DO MOTOR NO SOLO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR NO SOLO;SCF-PP
51856;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP
51855;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
51854;COLISÃO COM OBSTÁCULOS NO SOLO;COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO;GCOL
51853;COLISÃO COM OBSTÁCULOS NO SOLO;COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO;GCOL
51851;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OTHR
51836;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP
51835;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OTHR
51834;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP
51831;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
51830;TRÁFEGO AÉREO;PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO;MAC
51828;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP
51825;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G
51824;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
51823;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
51820;PERDA DE COMPONENTE NO SOLO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | PERDA DE COMPONENTE NO SOLO;SCF-NP
51819;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
51818;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
51816;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
51815;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
51809;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
51808;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
51807;COLISÃO COM AERONAVE NO SOLO;COLISÃO NO SOLO | COLISÃO COM AERONAVE NO SOLO;GCOL
51806;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
51801;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
51798;VAZAMENTO DE COMBUSTÍVEL;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | VAZAMENTO DE COMBUSTÍVEL;SCF-NP
51797;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
51796;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
51795;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
51794;OUTROS;OUTROS;OTHR
51793;COLISÃO COM OBSTÁCULOS NO SOLO;COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO;GCOL
51792;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
51789;POUSO SEM TREM;CONTATO ANORMAL COM A PISTA | POUSO SEM TREM;ARC
51787;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP
51786;COM PARA-BRISAS / JANELA / PORTA;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM PARA-BRISAS / JANELA / PORTA;SCF-NP
51785;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OTHR
51784;DESORIENTAÇÃO ESPACIAL;OUTROS | DESORIENTAÇÃO ESPACIAL;OTHR
51783;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP
51781;COLISÃO COM AERONAVE NO SOLO;COLISÃO NO SOLO | COLISÃO COM AERONAVE NO SOLO;GCOL
51780;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP
51778;TRÁFEGO AÉREO;PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO;MAC
51777;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP
51776;PERDA DE COMPONENTE EM VOO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | PERDA DE COMPONENTE EM VOO;SCF-NP
51775;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I
51774;COM HÉLICE;FALHA OU MAU FUNCIONAMENTO DO MOTOR | COM HÉLICE;SCF-PP
51771;PANE SECA;COMBUSTÍVEL | PANE SECA;FUEL
51768;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OTHR
51766;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
51765;TRÁFEGO AÉREO;PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO;MAC
51764;F.O.D.;OUTROS | F.O.D.;OTHR
51763;OUTROS;OUTROS;OTHR
51762;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G
51761;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
51760;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
51759;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
51758;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
51757;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
51756;PANE SECA;COMBUSTÍVEL | PANE SECA;FUEL
51755;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
51755;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G
51754;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
51753;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
51753;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I
51752;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G
51751;OPERAÇÃO A BAIXA ALTITUDE;OPERAÇÃO A BAIXA ALTITUDE;LALT
51741;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
51740;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
51735;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
51734;VAZAMENTO DE OUTROS FLUIDOS;OUTROS | VAZAMENTO DE OUTROS FLUIDOS;OTHR
51733;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
51732;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
51731;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
51720;COLISÃO COM AERONAVE NO SOLO;COLISÃO NO SOLO | COLISÃO COM AERONAVE NO SOLO;GCOL
51719;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G
51716;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
51713;OUTROS;OUTROS;OTHR
51712;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
51711;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
51695;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
51694;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
51693;COM PARA-BRISAS / JANELA / PORTA;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM PARA-BRISAS / JANELA / PORTA;SCF-NP
51692;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
51691;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
51676;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
51675;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
51674;POUSO SEM TREM;CONTATO ANORMAL COM A PISTA | POUSO SEM TREM;ARC
51673;OUTROS;OUTROS;OTHR
51672;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I
51671;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
51671;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G
51656;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OTHR
51655;COLISÃO COM OBSTÁCULOS NO SOLO;COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO;GCOL
51654;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
51653;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I
51597;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
51597;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
51596;PANE SECA;COMBUSTÍVEL | PANE SECA;FUEL
51594;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
51593;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
51592;F.O.D.;OUTROS | F.O.D.;OTHR
51591;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
51571;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
51570;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
51569;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
51568;POUSO LONGO;EXCURSÃO DE PISTA | POUSO LONGO;RE
51567;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G
51559;COM PARA-BRISAS / JANELA / PORTA;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM PARA-BRISAS / JANELA / PORTA;SCF-NP
51558;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
51557;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
51556;SUPERAQUECIMENTO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | SUPERAQUECIMENTO;SCF-PP
51555;TRÁFEGO AÉREO;PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO;MAC
51554;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
51553;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
51552;SUPERAQUECIMENTO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | SUPERAQUECIMENTO;SCF-PP
51551;COLISÃO COM OBSTÁCULOS NO SOLO;COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO;GCOL
51550;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
51549;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
51548;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
51547;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP
51546;DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA;SCF-NP
51545;OUTROS;OUTROS;OTHR
51544;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
51543;FOGO NO SOLO;FOGO/FUMAÇA (SEM IMPACTO) | FOGO NO SOLO;F-NI
51542;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
51541;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
51540;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
51539;OUTROS;OUTROS;OTHR
51538;COM LANÇAMENTO DE CARGA;OUTROS | COM LANÇAMENTO DE CARGA;OTHR
51537;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
51536;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
51536;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G
51535;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
51534;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
51534;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
51533;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP
51532;FOGO NO SOLO;FOGO/FUMAÇA (SEM IMPACTO) | FOGO NO SOLO;F-NI
51531;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
51517;PANE SECA;COMBUSTÍVEL | PANE SECA;FUEL
51482;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
51481;POUSO EM LOCAL NÃO PREVISTO;OUTROS | POUSO EM LOCAL NÃO PREVISTO;OTHR
51480;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
51479;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
51478;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
51477;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
51475;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
51474;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
51473;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
51472;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G
51471;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
51465;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP
51464;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
51463;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
51462;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
51461;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
51460;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
51459;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
51458;FUMAÇA NA CABINE;FOGO/FUMAÇA (SEM IMPACTO) | FUMAÇA NA CABINE;F-NI
51457;DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA;SCF-NP
51456;COLISÃO COM AERONAVE NO SOLO;COLISÃO NO SOLO | COLISÃO COM AERONAVE NO SOLO;GCOL
51455;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OUTROS | CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OTHR
51454;DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA;SCF-NP
51453;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
51452;TRÁFEGO AÉREO;PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO;MAC
51451;TRÁFEGO AÉREO;PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO;MAC
51449;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP
51449;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
51448;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
51448;POUSO SEM TREM;CONTATO ANORMAL COM A PISTA | POUSO SEM TREM;ARC
51446;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP
51445;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
51445;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G
51444;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
51443;POUSO LONGO;EXCURSÃO DE PISTA | POUSO LONGO;RE
51442;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
51441;POUSO SEM TREM;CONTATO ANORMAL COM A PISTA | POUSO SEM TREM;ARC
51440;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
51440;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G
51439;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
51439;POUSO BRUSCO;CONTATO ANORMAL COM A PISTA | POUSO BRUSCO;ARC
51438;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
51437;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
51436;COLISÃO DE AERONAVES EM VOO;PERDA DE SEPARAÇÃO / COLISÃO EM VOO | COLISÃO DE AERONAVES EM VOO;MAC
51435;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
51434;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
51433;COLISÃO COM AERONAVE NO SOLO;COLISÃO NO SOLO | COLISÃO COM AERONAVE NO SOLO;GCOL
51432;INDETERMINADO;INDETERMINADO;UNK
51421;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
51420;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
51419;INDETERMINADO;INDETERMINADO;UNK
51418;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
51417;COLISÃO COM OBSTÁCULOS NO SOLO;COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO;GCOL
51416;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I
51414;COLISÃO COM FAUNA;COLISÃO COM FAUNA;WILD
51413;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G
51412;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I
51394;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
51393;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I
51391;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP
51347;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
51346;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
51345;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
51344;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
51343;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
51342;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
51341;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
51340;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
51339;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
51338;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO;SCF-NP
51337;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
51336;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
51330;ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO;SCF-NP
51328;FUMAÇA NA CABINE;FOGO/FUMAÇA (SEM IMPACTO) | FUMAÇA NA CABINE;F-NI
51327;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU;SCF-NP
51326;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO;SCF-PP
